%eval_id interface        h2oDens           ppmB       concDens         concFe          concC         concSi         concCa          concK         concAl         concMg         concNa          concP          concS          concH         linerR           maxP 
1            NO_ID    0.807841837    580.7038235    2.248866392   0.3964033583   0.1039300891    9.223315168    30.91201286  0.04641066217   0.5747669206   0.2448185786   0.1953837648   0.2049223606   0.2464424786   0.5777602066    1.302536784       24926.56 
2            NO_ID   0.6575171432    568.7430793    2.467224367   0.5359120529   0.1215278353    7.876752653    33.25917003  0.03579324287   0.4757604466    0.217629456   0.1640250901   0.2595669464   0.2263068768   0.6667006924    1.723074273       53356.26 
3            NO_ID   0.6922363898    405.2834436    1.950412505   0.3697992863  0.08578927128    10.12023059    37.36499448  0.05170262639   0.6214059655   0.2611311832   0.1627077427   0.1570188948   0.2090426863   0.5934694969    1.706468151       35743.37 
4            NO_ID   0.8288513513    435.8518897    2.260438088   0.3805145429   0.1178460152    10.03901678    32.25698422  0.04086254829   0.6607858199   0.2558487715   0.1737773972   0.2412977265   0.2065670222   0.4838382879   0.9102235314       21117.06 
5            NO_ID   0.8752207778    446.2467695    2.578970828   0.3524734003   0.1069668411    9.608799604    29.47238834  0.05566523687   0.4144033696   0.2428655472   0.1495628408   0.2487958119    0.152305517   0.6021223827    1.651868595       14783.01 
6            NO_ID   0.8697301831    414.2803942    1.997771759   0.4551346546  0.08393654176    10.10343603    25.70870783    0.041701102   0.6033392331    0.285870987   0.2467944593   0.2387242342   0.2050636767   0.6082672813   0.1776661666       20117.02 
7            NO_ID   0.6936584112    622.2026742    1.961916607   0.5405274128   0.0955576883    8.578612272    22.43972505  0.03659082846   0.6333774632   0.2834645488    0.161047456   0.1597997462   0.1584657293   0.5641936117    1.540138001       40370.78 
8            NO_ID   0.7832393442    591.8391721    2.474649205   0.5909232831  0.07727716118    7.750700774    25.77166192  0.04632924435    0.488160729   0.2599638415   0.1980499998   0.1833353849   0.2586577243   0.6862493104  0.03373877732       28288.66 
9            NO_ID   0.6528967978    364.6233385    2.162435742   0.3754871007   0.1268217439    7.683500788    36.03443307  0.05033834657   0.5705082397   0.2004129447   0.1957538752   0.1635322231   0.1457956357   0.5399054053   0.2766072008       46439.79 
10           NO_ID   0.7879155584    563.0127381    2.527387854   0.5989800971   0.1296843863    10.99375298    29.78856627  0.05138244809   0.3967187589   0.2574861196   0.2252243975   0.1980644462   0.2219376211   0.6403362846   0.9822497823       24776.46 
