%eval_id interface        h2oDens           ppmB       concDens         concFe          concC         concSi         concCa          concK         concAl         concMg         concNa          concP          concS          concH         linerR          concO           maxN     maxNrelErr   statChkPassN           maxP     maxPrelErr   statChkPassP 
1            NO_ID   0.7710881195    487.7677991    2.044205589   0.4497650743  0.08920399253    7.817884064     29.9113111   0.0435155833   0.5526494736   0.2092177913   0.2049391271   0.2009626573   0.2163521742   0.5861378862   0.6158855326      59.718061     1.6759e+10         0.0242              2       29464.95         0.0517              1 
2            NO_ID   0.7702391877    465.9942721    2.500234509   0.4845944173  0.09588759077    7.467066878    33.02120968   0.0362678353   0.6404198965    0.227354599     0.22414602   0.2060617171   0.1844289448   0.6700336746   0.9201595182      56.742529   1.455935e+10         0.0238              1       29721.73         0.0586              1 
3            NO_ID   0.6999212432    564.8496685    2.513966114   0.4096793906  0.09014479656    7.368147192    30.90445883  0.04615851044   0.4646431196   0.1972458165   0.1685187646   0.1937572107   0.1940392606   0.7176615652   0.6935011842      59.245546   2.106278e+10         0.0285              1       38395.79         0.0423              1 
4            NO_ID   0.7801939516    493.0772831    2.544755254   0.5299767037   0.1002370038    8.734282194    25.93528081  0.05764790278   0.5081463733   0.2451323384   0.1826075566   0.2023143926   0.2328493025   0.6573152127   0.7003186116       62.61421    1.39425e+10          0.028              1       26692.76         0.0546              2 
5            NO_ID   0.8392458871    430.6557435    2.192423524    0.445437965   0.1158060127    9.632677723    34.17702396  0.04627772915    0.521793863   0.2130423911   0.2042234861   0.1762101797   0.2117606922   0.5698930207    1.172124779      53.685853   1.215831e+10         0.0269              1       22961.26         0.1287              1 
6            NO_ID   0.7570310536    496.1463516    2.592018526   0.5194552731  0.08317063426    8.957065345    28.69222917  0.04469937438   0.5674787733   0.2395728005   0.1710519218   0.2316037084   0.1962750071   0.5113533627   0.4286494774      59.786045   1.563759e+10         0.0318              1       26614.66         0.0621              1 
7            NO_ID   0.8104309216    455.2536204    2.127336683   0.4574770036   0.1122804684    7.249697046     27.6213502  0.04905402881   0.4861017759   0.2279049111   0.1982183758   0.1964422873   0.1856030488   0.6360071483   0.4518521729      62.579864   1.213426e+10         0.0205              1       22338.68         0.0578              2 
8            NO_ID   0.8031210117    550.1746693    2.238804831   0.4733635638    0.101096945    7.978475151    31.33557424  0.04783953277   0.5417662505   0.2119844128   0.1865509766   0.2195784889   0.2254571425   0.5675612177    1.420654754      58.110752   1.383899e+10         0.0186              1       24138.55         0.0552              1 
9            NO_ID   0.7723250169    501.4399512    2.365058404   0.4839544128  0.09106801836    7.555806241    30.73694519  0.04419356621   0.4830119738   0.2096865092   0.1655653182   0.2110478757   0.2045596776   0.6999503012   0.2777177551      59.114211   1.363325e+10         0.0272              1       51667.98         0.3747              1 
10           NO_ID   0.7613073101    449.6088504    2.116667213   0.5169336787  0.09305169591     8.46212866    29.68918006  0.04425637022   0.4580299121   0.1910281829   0.2060785863   0.1893995653   0.2058345309   0.5630707003    0.243234909      59.381008   1.648634e+10         0.0271              2       28086.36         0.0694              1 
