%eval_id interface        h2oDens   maxNradial_1   maxNradial_2   maxNradial_3   maxNradial_4   maxNradial_5   maxNradial_6   maxNradial_7   maxNradial_8   maxNradial_9  maxNradial_10  maxNradial_11  maxNradial_12  maxNradial_13  maxNradial_14  maxNradial_15  maxNradial_16  maxNradial_17  maxNradial_18  maxNradial_19  maxNradial_20 maxNradialErr_1 maxNradialErr_2 maxNradialErr_3 maxNradialErr_4 maxNradialErr_5 maxNradialErr_6 maxNradialErr_7 maxNradialErr_8 maxNradialErr_9 maxNradialErr_10 maxNradialErr_11 maxNradialErr_12 maxNradialErr_13 maxNradialErr_14 maxNradialErr_15 maxNradialErr_16 maxNradialErr_17 maxNradialErr_18 maxNradialErr_19 maxNradialErr_20   maxPradial_1   maxPradial_2   maxPradial_3   maxPradial_4   maxPradial_5   maxPradial_6   maxPradial_7   maxPradial_8   maxPradial_9  maxPradial_10  maxPradial_11  maxPradial_12  maxPradial_13  maxPradial_14  maxPradial_15  maxPradial_16  maxPradial_17  maxPradial_18  maxPradial_19  maxPradial_20 maxPradialErr_1 maxPradialErr_2 maxPradialErr_3 maxPradialErr_4 maxPradialErr_5 maxPradialErr_6 maxPradialErr_7 maxPradialErr_8 maxPradialErr_9 maxPradialErr_10 maxPradialErr_11 maxPradialErr_12 maxPradialErr_13 maxPradialErr_14 maxPradialErr_15 maxPradialErr_16 maxPradialErr_17 maxPradialErr_18 maxPradialErr_19 maxPradialErr_20 
1            NO_ID   0.7873421749  1.5924776e+10     8805345400     4848628200     2770545000     1493740300      880486590      530159770      320902020      199265860      132918060       85700775       59756002       41534995       31570087       22097804       14620282       10446566      7440120.9      5066633.7      3614409.7      450399350      273708580      161602500       99730052       68047265       35890895       27917174       15264293       10575923      5731683.9      3979347.1      3321517.6        2176868      2307975.4      1420833.2      1083685.4      617979.75         589687       521242.7      329677.99      29422.241      24872.254      21289.285      18939.733      16800.274      15718.013      13467.274       10667.34      8665.4467      6796.0552      5432.4456      4008.9779       3207.185      2451.3826      2014.3249      1588.2519      1170.4745      918.65393      676.52087      451.84472      3426.5734      2428.6128      1507.3736      1488.2783      1344.8292       1046.667      684.56016      556.24815      464.59421      327.62712      300.31093      194.10674      173.40179      158.14908      122.77347       123.4625       89.36533      67.175956      51.443096      33.284063 
2            NO_ID   0.7710080806  1.9164497e+10     9959793500     5340873000     3005736400     1666036300      964447100      585536470      364650880      227206160      147429390       98687119       64193215       40902973       30578395       22573381       15590279       11913238      8741829.3      6290408.5      4569347.4      508857890      221852170      125342080       95050310       68131386       43227130       30021409       15187020       12803652      6881272.5      5825552.6      3652260.9      2242483.4      1692954.6        1606018        1087381      940560.85      635295.76      623998.04      506752.66      37430.211      30621.632      25571.189      22047.705      20036.473      16407.688      14700.324      11913.893      9325.0848      7819.6359      6170.9833      4698.5432      3706.2942      3228.0664      2331.3224      1814.7131      1346.3827      1052.8648      792.52739      604.20812      3752.4443      2441.2826      1704.6263      1368.6433      1106.5327      1059.0918       762.9299      508.22945      429.22646       386.2215      331.27753      245.40418      187.00728      177.35638      122.16335      123.95128      85.387514       88.53819      73.646082      59.700214 
3            NO_ID   0.7687972445  1.8326141e+10     9313601500     5082499400     2848690400     1658397600      949166570      578813200      363276880      212278290      128900260       90889182       60263265       41464552       29587730       21688094       13990580       10124237      7663256.5      5899867.9      3848963.4      446682390      282688120      194827230       96933474       57174726       37724048       33141430       19511296       10947329      6515927.2        3824195      2466411.9      2332803.7      2160434.4      1374756.8      915749.51      612015.22      606664.24      488981.73      385304.06      24429.737      22640.878      22486.613      20452.557      17932.475      16406.981      13776.683       11569.45      9524.3824      7568.6842      6048.8536      4939.6858      3816.6905      2799.1041      2166.4218       1607.428      1205.9679      929.65449      736.11991      558.31717      1250.6711      1282.8532      1128.8609      866.98317      822.54842      584.71278      404.38639      353.03228      329.93142      287.86528      242.95266      232.56278      199.81348      164.86597      127.26759      101.60699      67.386131      59.428349      54.033993      44.438576 
4            NO_ID   0.8183204752  1.3836599e+10     7495549000     4082296900     2329838500     1329449900      747734690      431320400      270644400      168301310      109945980       77544079       50641567       35439447       27006916       19212098       13357426      9815809.3      7131541.2        4970230      3357603.8      406754760      282258050      146940330       93958734       56470122       29704919       19151833      9560177.9      6037897.5      5511179.2      4100703.3      2870747.7      2200043.3      1564097.6      1205961.8      1043729.4      751548.57      597484.58      382719.92      318756.36      26139.685       21524.41      18769.862       17112.45      14172.247      12016.597       10171.21      8420.4646      6814.6512      5518.7152      4693.8236      3716.8467      2851.1845      2262.0425      1657.8842       1253.594      938.66732      712.83702      562.10575      450.55345      1790.3172      1154.8574      924.55394      691.24353      415.85658      473.81295      393.24685      322.59176      335.48318      266.27518      241.35003       158.2998      155.77537      109.52404        96.3334      50.727601      45.660647      42.719109      27.045699      29.337089 
5            NO_ID   0.8463679074  1.1367733e+10     6225041200     3468784500     1903611600     1116187800      673740970      400273550      255208780      172483380      116378050       74701798       47944323       31072378       22699250       16552534       11254723      8520867.1      6442833.4      5415783.2      3811492.1      355513320      216464050      152721240       77902505       44578849       19686828       17275030       12214102      8613784.7      5406353.4      4210358.9      3144926.8      1917386.9      1567272.4      1133775.6      717729.89      647868.86      517992.44      566164.74      410210.58      24054.815      19647.412      18463.602      16364.376      14866.366      11900.544       9835.029      8285.8486      6677.3849      5516.3746      4175.4173      3357.6249      2563.4599      2007.4111      1486.8316      1119.6787      829.19596      652.13241       474.2327      373.46763      2279.2243      1899.3344      1272.8673      1247.6204      914.90677      644.06644       662.6574      478.22381       363.7766      313.37176      232.03949      201.86043      139.71341      90.087002      50.968935      45.658404      45.037401      34.257547      32.406559      28.232679 
6            NO_ID   0.7992162566  1.5187529e+10     8127934600     4370174400     2468354500     1363251200      803327720      477629000      292155980      184405080      114658800       77086886       49399287       36029951       26553097       17379855       12458492      9022616.2      7078647.8      5097179.8      3552042.3      491033040      252015190      158618590      110387340       54014284       32789092       23231122       14900289      8234626.6      4936215.9      3831040.7      2714597.6      1738206.7      1779735.7      1310305.7      958482.13         713941      562190.62      383111.73       309826.8      27109.622      22010.721      19985.344      16578.519      15115.404      13659.368      10919.042       9402.894       7849.258      6274.1766      4914.5001      4162.1916      3233.9089      2488.4803      1798.9401      1357.9005      1063.0676      821.93153      635.33986      484.65932       2121.029       1574.241      1261.7603      1105.1947      899.92923      761.96237      577.67594      460.66808      379.68808      285.90975      297.44433      224.89881      161.57647      151.98298      125.00289      85.631283      71.469343      50.996453      48.165626      44.750604 
7            NO_ID   0.7623534488  1.8590516e+10  1.0394518e+10     5886766900     3216449800     1789413500     1048039700      597704170      365062830      225846370      153498040      103015670       71566126       46300403       31722645       20145269       14012623       11145253      7710668.9      5989732.9      4166560.1      480784090      270288440      154348780      129881540       56509704       33794111       22918432       14503986      8099238.1      6951382.9      6326827.5      4616248.8      2466683.6      2117409.4      1584149.2        1290034      1169832.9      799883.62      555291.62      369381.68      31888.647      26322.425      23014.583       21778.17      19167.205      16475.286      14417.778      11706.307      9857.3916      7235.0775      5622.4772      4665.2792      3530.1051      2863.4607      2139.9106       1711.611      1325.4214      990.72387       777.0835      548.99711      2320.4044      1467.1519      1429.3396      1222.1143      853.77892      618.99951      659.02239      481.58903      457.88009      285.68316      212.92012       210.9145      166.82079      162.96135       127.9376      100.32178      95.874161      59.163931      59.758178      46.006462 
8            NO_ID    0.820498525  1.3306484e+10     7285401700     4157879000     2333284300     1329198700      776495320      439724840      257799970      167003050      108714600       72336460       47298939       33233574       23089846       16248394       11490523      8579459.2      6218438.4        5136373      3336619.6      515291210      310858910      181051560      110041540       65774636       37029805       18514956       11465401      6438045.5      6311665.5        4066684      2806480.2      2189320.4      1586930.3      821041.69      544695.25       542558.4      485837.31      382561.83      207315.51      23476.287      22072.086      18603.556      17169.826      15823.836      13429.201      10927.398      8430.5128      6911.3047      6027.3948      4693.2206      3816.9121      3008.2483      2305.8757      1809.0138      1415.0214      1029.5195      728.89696      558.55338      441.04957      1889.1134      1602.1599      1056.0341      1054.9512      921.66045      780.95523      731.69786      375.77018      344.29808      418.06237      364.67049      269.14984       211.1937      192.53338       213.7318      170.51987      134.28543      84.801543      63.126686      45.391978 
9            NO_ID    0.814197966  1.4326974e+10     7674694900     4213697800     2273558400     1273712400      772329580      439755560      266964350      176225610      118658230       79300070       56135077       36440879       22804569       16071248       12020799        9220454      6856718.6      4778399.1      3316356.4      460413470      256133450      143894700       56831475       32321307       22746324       11138225       10121109      7390434.9        5174574      3860332.3        3915058      2451135.9      1860177.1      1009243.3      988795.48      898562.32      727436.77      393562.11      318907.26      22283.218      19956.389      18635.623      16750.849      14005.706      11840.877      10692.398      8496.5427      6736.3105      5382.4268      4256.5541      3329.5984      2554.6709      2182.6638      1684.9419      1341.3746      927.65221      711.04531      539.95596      406.03298      2044.6046      1703.8505       1130.387      1074.7752      725.30577      584.59523      604.94442      489.42475      359.84414      261.88302       237.8367       180.1527       135.4727      121.59526      72.571528      86.890536      43.725892      42.675722      36.580459      28.727607 
10           NO_ID   0.7442259514  2.0793028e+10  1.1027613e+10     5893680900     3319128700     1942566900     1135810800      699816100      411969350      256785650      169179770      111223490       75527598       51304855       34065884       24703920       17064808       12482997      9058232.9      6873916.1      4701497.4      529257610      329630080      183402080      100892960       55914195       37775845       26671732       20358070       11452668      7630514.4      6734104.8        5710488      3216152.5      2362537.1      1854425.6      1251725.6      975606.46      738637.54       535925.9      479177.57      33385.684      29475.939      28515.356      24761.362      22628.232      19291.978      16704.697      13379.575      11134.715      8649.0823       6974.964      5357.0031      3962.7861      3205.3313      2463.1424      2020.5232      1401.4703      1066.0751      842.21022      655.94181      1905.7852      1531.9861      1746.0669      1151.6472      1279.8017      1088.0491      1066.8788      729.01336       393.0046      443.06928      280.20439      271.96348      216.70034       157.8025      133.59714      151.96644      85.413422       65.19763      63.717119      57.657489 
