type,rPos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,269.6,276728860,199170920,171273580,127893010,109850370,203754570,160785650,139311520,105190220,87595660,148566300,128020890,105462470,85957725,65535113,125339130,95043274,74952952,57446583,50908236,85038594,81685265,56120543,52671680,35893953,247802900,237875020,183524390,133798050,99853590,219812410,166171520,152326150,99305759,87790318,145920180,130546810,100501750,80515407,69802637,112322690,92721047,80903503,63446440,52342124,85643972,67283732,58072609,47480824,41745258,277313880,200522520,171030080,138950810,110150090,211131040,166706600,127940120,101882150,78529431,145361010,114643310,92761502,75322816,62837632,114117810,94087485,65409700,57810993,53758296,77763205,63046011,54990277,49297678,39398850,295149930,205619110,163855390,137619360,106648540,189012770,162611330,125429200,107883770,82316935,141039520,130700810,92047053,74968527,64966069,111340530,91867575,65875846,58002712,41945525,92357147,73655526,56150841,47362507,33703310,280071890,203591490,174326780,127701680,111504130,190934200,160328600,120821820,112760750,82139639,154574240,116035400,95475957,70850425,67668897,109898590,80611984,62371974,57268249,47164957,76747005,60994421,54532538,47568488,38878477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,272.8,180952890,139847530,121242750,90207196,77206668,130432030,109954330,94939934,72055712,60702819,107917850,81884720,71602744,56682031,46324873,83684082,65908956,47326720,37028368,34511234,57603928,54621174,35639808,36703240,23282242,162734780,152281740,123331700,92254879,70197403,142951450,120741010,101006080,65175058,64064456,98526899,92313553,65028908,50369290,48012733,71607767,60926339,58407522,43887181,33476726,59174234,45788002,36362066,30045252,26456951,189360310,141440580,119801210,93949877,78871305,150184300,115878540,86637313,71046127,57876051,91919840,81391692,61597033,54651135,41294709,78465131,68753891,48200049,35057036,35399045,49072458,40524986,33193058,32730251,23801866,205182430,140122840,111211170,95844902,71770620,122799980,107892890,83442017,70784751,56333793,103469180,88627104,61171334,51252313,46286277,72426151,57886343,41628508,38282558,27338535,54925275,43617738,36979244,33251066,21817163,188888270,146794200,117120420,83053406,76221660,135454890,109115130,75267874,80148417,54826950,102769180,76922706,63072768,45987466,44279663,71763811,49809184,39788728,36003193,31208530,51168561,41741648,35757561,30275882,27583336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,276,124679680,99040314,83376292,69086756,49432167,97102927,82618371,62562114,52745597,42877694,73277767,56640821,47626875,37467223,33096890,54135723,41692975,35285501,24643368,23052786,38817505,35109364,25252673,24072413,15019131,113059980,106579210,84211412,69032659,53230486,107228390,85613173,70315439,50122426,41372678,67542971,67363176,42350917,36076300,33059263,52148285,39742742,39639869,27304295,22177314,39874672,28123683,25439770,21844497,18823769,133470120,94995789,83444484,67060935,58609973,104746070,82587750,61126917,49477738,38123587,64513933,56248784,40752125,34253165,30015523,48723839,46700826,33214569,24175953,24305599,33573033,26703564,24467834,23280712,15553747,141948150,91772202,77044827,66352102,54352770,88848745,71826896,65215589,49518813,41298477,69354263,59958151,39808690,36112997,29857902,53066164,40967967,28638833,25582717,19259306,35174537,28001088,22976944,21788071,14904129,122570010,95340314,84956588,57208641,52888936,88079790,73528898,55979724,55024995,38262908,67547601,53833609,43039522,32479486,30176590,48829829,33034657,28026890,24822125,20346841,33226972,29813761,23900458,19976295,17875101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,279.2,91970970,74050843,63061383,50203145,34405839,69182303,54707550,45016637,36986405,30102162,50207244,38204230,34133733,24826907,23280374,38485235,29505447,25740445,19514764,16104385,25963650,24333354,16644060,16860353,10363983,87364162,72819880,63500208,50858399,39459752,70828880,56903428,50644780,35918389,29245011,42278440,44884755,29870841,25381361,23165781,35641601,27681297,26550243,18951476,15693647,28138736,21015788,17217134,13932113,13281313,84321233,65273931,55881555,45996010,38721046,77752279,55118226,49250843,36176513,27175848,44992077,37378045,26524859,23774161,20755443,34519430,30936774,23347669,16938171,16667063,24394785,20095718,16866734,15786764,11648608,97754230,61215443,52926923,47927842,39415167,60399567,53066141,45239829,33604454,29234845,48803391,42776731,27681023,23703937,21919007,34046653,28484668,19998210,18566536,14241560,24183916,19152692,16898991,14442521,10120056,84362827,67996595,60021004,40185884,38186413,60772301,49801556,38457262,36974884,26263265,47510659,37493678,30520832,22133263,21284865,35552243,22433018,20193584,17620452,14777344,20847261,20147637,16152647,14909697,12634833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,282.4,65913336,55352665,48058973,36082094,24991277,51607877,38318586,33410605,28654983,22058830,36338504,27327946,23658805,19408516,16020769,26100057,20727436,18204804,13367112,11444300,19276486,17379648,12298985,11153778,7148139,63743544,51783591,47330113,34388940,28141287,48410982,41397129,37225231,25636466,22037898,31570098,30005973,21273409,19197384,15128530,25935601,18643811,18340154,13767062,10872026,19295501,13951671,12647501,10032452,9601499.2,67130782,46789257,41603883,33848373,27248918,55096543,37198652,35228694,26166280,19414160,32556847,27323443,20930591,15750924,13369402,22564017,21225572,14862496,11579972,11159480,16020127,13737892,11927826,10424125,7890731,66703959,46999411,39981578,35762618,27033508,43585134,39183693,31891062,23928780,20887789,35241696,31105586,20245454,19113449,15236757,20891813,18274309,13436271,13606453,9322971,17204863,13125662,11011481,10312504,6891617.8,64372577,45552667,41892935,32403675,27761466,43653216,35666081,27707066,26990800,18481639,34762492,24487021,21108832,17021298,14641587,22959713,16432072,12872215,11921479,10197860,15500727,12563321,11402548,10301564,8477364.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,285.6,48544138,36508061,37310039,28854857,20260804,36490301,26401682,23708254,19215605,15963969,24227420,19607745,15930974,13930625,12306718,17086460,13825026,12899807,9622265.6,8410957.4,13575387,12213435,8803141.3,8111317.7,5138120.5,44199137,41013257,35585759,26153342,21654566,34295191,29284786,26461698,18155857,16340258,22249184,20881338,15507482,12933088,11049085,16872854,13005010,12186068,9149194.8,7971156.5,12764079,10381258,8577504.8,7335580.1,6393267.8,47368806,36355492,29940872,24222055,19646822,39347607,29524496,24255093,19477585,13794172,21497295,20233873,15546435,11266368,9861450.9,14340597,14312096,10296398,8439889.3,8021187.4,11480770,9990646.8,7942086.4,7460502.8,5539415.9,49251956,33091894,30516966,24760942,19729712,33190884,27956064,22571244,17258403,15420020,24371540,20742559,15752098,13366663,11326226,15046677,12366991,9571919.9,9791406.3,6815295.7,11924030,8307878.4,7770989.4,7737841.3,4448755.3,44212351,35475891,29351942,22146792,18546847,31005910,26100837,19519004,19155733,13998150,25477537,15398504,13425954,12695361,10288764,15650030,11929113,9210772.3,8990862.5,7474585.3,10631454,8894223.6,7804800.8,7363825.6,5994398.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,288.8,35501769,25500379,27286105,20513552,14780510,27283387,19448487,16652936,12722386,13114036,17252847,13947158,13576052,9800866.1,9294447,13019393,10475294,9002559.2,7702447.8,6052748.9,9541886.5,7963016.9,5847964.1,6056299.3,3832802.3,31369503,33228024,28114124,20042594,16855908,25076973,21991835,20920286,12213336,12436168,17352982,15813743,11324383,8907372.7,8084986.9,12096958,9186525.6,8162769.1,6440900.3,6161306.8,9043674.6,7317242,5858947.7,5130641.1,4001070.8,33351288,26517200,21470973,18339800,14446395,27811920,22614355,16375479,14077945,9890695.9,16023629,15227239,11685983,7686715.9,7595878.1,10451536,9569701.3,7500837.3,6217606.1,5941193.6,7751603,7185020.7,5558172.3,5008169.3,4013795.2,38184597,25388417,24387288,19930246,14803772,23527584,22295177,16880738,12635573,11523376,16187624,14399029,11111143,8898774.1,8778112.9,11686390,9450034,7385815.7,6626671.5,4736971,7566329.3,5976664.3,4870495.8,5382862.7,3105367.4,32599458,24663562,22365380,15388529,14080284,22001527,19617599,14698764,14598065,9493188.4,16953521,12026177,10470818,9341585.8,7204955.5,11846958,8575381.4,6834883.4,5658926.8,5493723.3,7464286.9,6123295.8,5306720.8,4839216.9,4245952.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,292,25543570,21026700,18350371,16076019,10862904,19134301,15225300,11925866,9634832,9918907.8,13611741,9746270.2,10282606,6752832.3,6367486.3,9181222.3,7881667.4,6715700.2,5489541.8,4388515.4,5849327.1,5495840.5,4565825.1,4350705.4,2718210.3,22525040,24500552,20627262,13807786,12448061,17083744,15802444,15273579,9376059,8343793.1,13706747,11629269,7995240,7074647.1,5547299.7,8321901,5922597.3,6174616.6,4462166.1,3998057.3,6583540.5,4977591.1,4158274.1,3915762.9,2918372.9,23587641,20338403,15857658,13859039,11185955,20483074,14630320,12282831,10301077,8095495.9,11449916,11538190,8303806.4,5819677.4,5213476.5,7909400,6564701.4,5693099.8,4270530.9,4144813.5,5240367.5,5228480.7,3237790.1,3435580.5,2657933.8,26079376,18484560,18020395,13635061,11075030,16794325,16312799,12334678,9888909,7986587.7,11600237,10532221,7934164.8,6299403,6336957.7,8063767.1,6553304,5570561.2,4598797,3174650.7,5255904.4,4312651.3,3541074.9,3636072.6,2136672.3,22467770,18429774,16524656,11249948,9705314.4,14419200,14910870,12307773,9954149.4,6492289.5,12597485,7497917.6,7447697.9,6565894,5130012.4,8233141.4,6450114.7,4368256.1,3733018.6,3984608.4,5330133.3,4035209.9,3708697.1,3470710.7,3084811.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,295.2,19675539,17370674,14406425,12791733,8193037.6,13874345,11072082,9053041.5,7879639.8,6787171.3,9597952.3,7384956.2,7588046.8,4718331.8,4593376.8,6878142.4,5815339.2,4478032.2,3971089.5,3397377.5,4262009.9,4109044.9,3486121.6,2808567.3,1785281.1,20440557,19853306,16069947,10750287,9144538.5,12477682,11723961,11586080,6502865.8,6489490.1,9272210.4,7842164.3,5977238.1,5120153.7,4168589.3,6043442.9,4401784,4752435.5,3557072.6,2838346.9,4300303.2,3484549.4,2656805.6,2797268.1,2283209.2,17744350,14993747,12050123,10776868,7915755.2,14191277,11349553,9578640.1,7394788.9,6185674.1,8476586.8,7906705.3,6514296.9,4163194.7,3373011.1,5664916.7,5121276.3,4145675.1,2787678.7,2843673.3,3981634.4,3604512.4,2468368.8,2262332.4,1912091,17374742,14152498,12776125,10247541,8160519.8,12615383,10464475,8349775.5,7902874.1,6284938.4,8125678.4,7888004.1,5907960.6,4322550.8,4146553.3,5950323.5,4502611.7,4123295.4,3136021.7,2317458.7,4153009.2,3073823.7,2386072.2,2522511.1,1578799.8,16893436,13312631,12097829,8756023.2,7836082.4,11138179,10443743,8398419.8,6668969,5025828.4,9660485.4,5565463.2,5316846.5,4566435.7,3826927.4,6035927.2,4491220.5,3435485.6,2905322.8,2970293.8,3752207,2767876.2,2507073.2,2401299.8,2076785.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradial,298.4,14001552,12707329,10323264,8954607,6430312,10553987,8171309.4,6502013,5907021.8,4659547.2,6982056.3,5800403.8,5750897,3227862.3,3311039.5,4935736.4,4240633.5,3473074.9,2918935.1,2364981.1,2973314,2788274.7,2350808.9,2016935.2,1337356.7,15036231,14606323,12038762,7616701.1,7405418.7,9737797.1,9160324.6,8425250.5,5036858.7,4633151.6,6499587.8,5885301.1,3775250,3662307.6,3015333.6,4373916.7,3102001.9,3446767.3,2645580.6,1992359.4,3668801.2,2536160.6,1998526.6,2058256.5,1476441.2,13707808,11511525,8753340,7892404.2,5527566.2,10531335,8375627.8,7325236.3,5839953.6,4301607.4,6332656.2,5467845.7,4666537.9,3456546.2,2462592.2,3831089.6,4116670.4,2871811.4,1913760.9,2054141.9,2772832.5,2929910.5,1643760.6,1547770.5,1387360.9,13493039,10636601,9071118.9,7402059.9,6544282,9956516.4,7730596.8,5581946.6,6342094.2,4369165.2,6049795.3,5610832,4221426.6,2966246.3,3212715.7,4306741.4,2929628,2745626,2110957.8,1610284.4,2861583.9,2088061.7,1784026.9,1719267.6,1138935.3,12370150,10256024,9403463.4,6631376.8,5688165.1,8474121.8,8036094.1,6266871.3,5341782.6,3802140.6,7072810.9,4028350,3996574.1,3059313.6,3001406.1,3812630,3068262.8,2544011.7,2200017.7,2155700.6,2457892.3,1986774.5,1783120.4,1732891.5,1437528.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,237.6,1320138900,714315310,535584280,507866350,422849050,888411030,516707150,624233920,285916580,386881240,1192755600,717629990,505386930,520484340,352993910,754085100,646749580,571223890,541103980,402118630,1026093300,508819770,579317360,365663250,339508650,1609502000,938073400,622671900,428786790,390092060,739227870,841243340,603874590,499775360,295328600,1089737400,1657186200,660630210,544511320,372551860,821830690,605074940,508799440,468061330,340129500,927184870,784619060,607191470,396896180,394784100,827851840,574980300,574355780,604904450,356344560,910167500,891979380,776781060,465149430,425184210,1026667700,598796320,692352510,482289310,452928930,1047045900,1168063100,662722820,791039200,364159880,1150671900,622347990,1094175800,434983870,411395130,949657610,679338750,1017078500,509395380,401125160,712090220,680128840,597353890,343736830,314060000,776954070,530191260,660853980,611653240,400889790,822632530,800709700,510733600,430593960,438644330,1326344100,1295977600,561510990,579418230,328873410,1936744400,727399110,770381420,523515700,442891920,1133467100,857021780,832390910,624627780,443180670,1422812300,843963310,517424130,390686040,411463550,1047461400,930418280,729001540,475502210,409621500,1097531300,635995300,478171820,476620580,461813450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,240.8,610275470,408217640,273348530,320323750,319624160,457563770,436476510,282997440,135465560,259303630,593805930,402848440,292660270,275754330,181410160,412719830,355871020,216904740,280867260,225129980,360235070,331702670,282716290,208007390,179262230,537343820,533492290,298854240,217516130,291638390,463444230,544922490,323359950,339167060,144995490,536567330,355315800,376787750,312704020,230000950,446977440,500848120,213985140,233108250,185479060,566587800,406860410,259388960,235709260,179944640,586748530,386069420,275479410,337823350,197943480,503966460,429257980,291681400,251499530,279068800,680744710,455161490,431572420,354549850,240537020,465887350,746962240,396257190,337070910,176204220,555555040,372414530,350656720,201018840,194436230,563633750,551801530,529720950,318599230,217421300,490619040,431350830,340985370,270801990,153415670,465863680,383542740,429584510,258854990,218713760,513829570,415263590,258882340,234049500,250119220,540716450,486041750,194657670,321351830,202692770,658163000,333055140,371338440,308185020,249614160,786417350,457160690,395450720,325951040,239017530,731596610,380396520,308518990,312517780,246162900,509779190,424030940,426881280,311145490,222913700,660154180,357608240,183590880,237724110,189493220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,244,383117100,201256000,132634520,160265190,214607300,325565160,247526610,191943140,120720490,140754240,340049500,246425790,126168790,161028800,127697910,225906240,205863450,94730247,142027970,102555660,212639130,210690510,173510960,123345540,99829468,436471720,320592600,183127990,200921110,192622970,251057530,323377900,238057340,132313760,122916010,235437240,230360270,185613040,189368280,143645690,348057690,239907790,161084380,136739850,105504740,305853990,187456900,165662260,133820210,86485784,440688620,284252920,244877110,190553710,133413520,342648870,256310700,215663540,157934450,166874300,339046070,282235980,211998840,207558760,127250740,308891290,372334020,196520950,191931890,99535682,308061390,188320090,179776200,126618370,103935080,407280510,304979900,270041830,170726730,139714140,232586130,271894860,163447950,146920380,102074520,279351680,277273180,243171870,113679790,108820880,327343560,231057500,162046680,133998310,124585950,263465380,248365210,133806620,156699740,116187210,390732260,270277440,175214170,182542980,122588510,402858890,241099290,283646380,153272650,142390810,454715860,191334690,209802410,189739900,132995850,312779250,235158980,241901590,140961840,84793415,331542430,229806530,133747350,118836200,111114640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,247.2,231831410,130507760,123275660,114846610,102017740,199814100,196690710,100289920,82056889,96840091,196760910,158869950,113518710,115040580,57170664,145654400,120870080,80911054,87762824,58937167,138201580,111693390,81861294,75052733,59502309,246920800,211269820,120892080,109996030,107409460,163209310,151084810,136119530,78341750,81165657,154008540,151578390,84293867,98148221,100230110,161587670,122791940,98951767,81177800,48062423,199802460,134540750,101671210,81947691,60553482,290099200,179250820,119062180,80135949,102274780,197324970,193446420,133734560,103622330,88036914,210626390,164997200,103435070,127534630,91226004,193949350,201768380,89219346,94534428,48373452,160808650,122787310,97913058,73373344,40870809,225916900,189290340,158980070,104843310,79188402,133514680,131533190,115342330,113629350,77526183,160260430,157216890,141432020,80740444,64248310,154256520,145095250,65836409,61454612,88039837,185003330,119537530,75505280,83509315,55404501,255399810,179207100,132703900,124379480,81491754,256187260,142607810,124896800,73813871,76784807,184478580,138735220,107978850,88027856,81915310,184779190,134511220,153006920,81417241,56457915,183910780,154960170,87005134,59794379,52968283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,250.4,135041260,82912593,82463642,74863693,63233002,143344360,119168500,54310005,57380974,58078441,116300980,95603548,71913307,73764856,35551448,67274157,48555966,51038054,34699225,45817778,94489275,60507015,51600562,33337117,28490370,158488450,132012720,69703922,72964307,63050908,113198260,74877357,74123894,64817879,51208613,90874706,102514850,64523014,59842540,52150944,80666692,76047868,68240572,42288641,40092887,96006797,62582494,49117992,35683434,30016569,169833910,107719870,78497595,54941121,48258903,147586140,132371890,66033675,64965919,46859877,131596010,90611941,67861321,66209398,42732665,113149920,111694310,43490404,45101695,35310981,92045534,52787045,50915198,36713408,27044111,148249420,144843970,89636657,65976644,61575528,115197500,119053060,72214158,59098894,49267452,100469030,95247672,68380828,61070485,28977373,87350565,75740765,38920948,47481595,43699698,96847191,80255668,41243517,52807353,32451674,175571840,112703490,119419520,74663593,43436007,158653230,80796702,70243608,55299567,47230408,107194370,71645142,57642211,62185759,55031150,123632590,72979035,73741765,42361049,45573863,96844298,85892983,41215038,40968420,26521617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,253.6,104219290,61772561,50179908,44140808,47227144,85367766,57644643,31767604,47875992,30742743,65573056,58901795,38254641,42785490,23431298,48140424,29785098,31511479,31444954,23772064,40141190,29341236,23414681,17253949,14735804,100487010,72388101,53150959,49116643,32835215,82053096,48744347,39807858,42087617,33973384,62375696,72673450,37075994,37711931,29368386,39751924,42184882,34843190,31737710,20696142,64940236,40266870,24737050,16794262,19419070,98429519,64878642,46500083,46528151,28475942,89856091,69283034,42726069,44604909,33388278,80883844,58745189,41664357,33119689,35566357,43587002,60901123,32671450,26093843,23152420,53577251,29959054,40689248,24303890,19214485,99280579,77753466,51052207,44706509,31992368,80085729,67411257,61791498,37327039,40755214,73546430,48217898,44644263,34105831,20931736,54193910,49744236,21424072,32475303,25419707,46253381,36689234,26178240,25377947,16616571,98572504,58825550,70216880,32319936,39757386,110471130,60719278,48177420,42032810,26322107,77784871,56325633,40631597,29911264,26164094,61835067,44680215,37560400,24884932,32291639,61053259,35964617,22652085,25675969,18947256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,256.8,73157917,46964121,45314516,30353553,35111422,65507620,51414082,41452971,32023595,16291587,51867494,35863395,21633988,27536085,17908927,32175541,29445937,21347268,20115967,12129689,22740005,18604830,14635704,14411159,11913576,78549098,46400772,46636127,34285059,22216303,59074839,34440884,30591753,20996541,20009500,39232032,53491398,25413564,27669359,23638019,30540152,30137643,15782595,17930912,12974226,42934825,26414602,16906414,14748751,12357878,57161532,40426158,37792640,30351324,29707816,56081337,40018687,24064352,27998585,20749620,44563423,41310768,27777861,19748798,20398131,40045208,41685886,25753055,16012506,13384875,33326931,21265980,19573898,17812439,11356522,69995913,42183292,37754417,34125628,30286858,44105441,42451759,43521775,26652550,18028936,42413481,30822521,26147876,22265495,13689381,23732929,19492350,17645767,20636307,13212614,25976811,25608739,16659853,17940140,14445120,59506261,38722094,40720996,22168353,22367081,63012808,36599236,40689788,24017205,23043244,47471973,29154077,28255835,21049072,16865956,42242895,23418352,25959691,15768558,19230690,32075132,26265464,15079656,16533887,12015479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,260,55644095,27552247,31356630,18552834,19597111,34328112,26430886,24780851,16895118,13641198,31002093,22047365,15649476,18961395,12105912,18819293,19084303,10703347,12475466,7720797.1,13384766,12119658,9175495.9,9547376.8,6206765.5,51447491,33877500,31436689,24522925,14270657,38985297,22268760,17502779,15647844,14744692,23600265,29336537,15461526,15134127,11401561,17968293,17687463,13179783,13355158,6752900.2,24763629,16798790,11487330,9885318.5,7690282.4,33680613,22825320,26984276,17140450,17763502,38473256,26739658,18000082,16800799,13212687,31191963,21195241,12363162,12194080,14642743,22837810,28876918,15932219,10179509,9272397.5,23792005,17466168,9104992.9,11918785,8237253.7,51033338,34918541,27843087,21843321,21115865,29750584,27274063,23983120,17782318,10860900,29412408,24297818,14669267,17106630,10249109,19660150,14528657,13278520,11080004,7275200.6,14594870,14705566,10697634,9281005.3,7187005.5,38866557,21935125,30824779,14999792,16225991,39958823,31581234,25507015,17889076,13536332,25438766,17832673,17937239,12328881,10612208,26636798,17485380,12499779,8538599.8,13130889,18931124,12827341,14862753,7185221.9,5505065.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,263.2,36499573,18790757,25138032,15247094,10644646,25934761,15260348,16089781,13583425,7448416.6,17080399,17184565,9824966,13469596,7964549.8,11609479,13838492,8054006.7,6391505.9,5948699.4,9312678.7,6412853.7,6168731.2,6616896.7,4835063,37067002,26630773,19090475,15234551,10790761,26515767,17891433,15509650,11713274,8516776.8,15253620,16641427,9629402,9618183.9,7365208.9,11228729,12480044,9788180.3,10478746,5380909,17545796,11429695,6229434.7,4966280.7,4965876,29233026,23953885,15501121,11671079,12766335,20656462,18885402,13248964,12088887,9818435.5,16381844,15030684,13052575,7794983,9703180,14780737,20284865,8096682.2,7235396,6970421,15811505,10566590,5653914,7537705.4,4824323.8,27504370,23050019,24390800,15557025,12615740,23154428,15278529,13518694,10635834,8457171.4,19117162,14870138,12405308,9927866.2,5372225.6,11841102,10903432,10302979,8143239,5399114.9,12236134,8477196.8,6765706.1,7480818.1,4186053.5,23905873,14932626,23313232,11692898,11639515,26247913,21739792,18337284,14786444,7856394.1,15514757,10817456,9361984.8,7793525.8,7300279.5,16115922,11609288,9218561.6,7207951.5,6698814.6,9915673.5,9859049,9360878.8,6657646.3,3806207.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,266.4,22463719,14666227,12527188,14701796,7800047.9,19295725,17527395,11916128,8477275.7,6673530.4,12054280,11600735,9319983.1,8610723.2,3951351,8066573,10639573,6571352.3,5025125.4,4649395,7782452.9,6197684.2,5653195.7,4343606.5,3879440.5,23007979,16546235,13659801,11517826,6896088.9,18345362,11804672,11440511,5755617,6970641.3,9187451,10242295,7120372.4,7243414.9,3979893,9980705,8843848.7,5310409.9,8165706.5,4089266.8,11126822,7303381,3861427.1,4572500.6,3803415.2,22370678,14463852,9126261,11368844,6663988.2,12765950,11088248,9147986.9,8865271.5,5916489.7,12926319,8795426.3,7771098.3,6355672.4,7255899.4,9788564.5,14180713,4977456.8,4578101.8,3712118,8774260.8,6509459.2,4950652,3928013.1,3455560.7,20822447,17111715,16317149,10220515,9249105.7,13233882,13105117,9382187.5,8624769.6,6622652.3,14909224,8096918.9,7626021.9,6126990.4,5502744,8083298.2,8959795.9,5988586.2,6709439.3,3440288,9030973.8,5983928.1,4323744.5,5340333.5,3318982,19493550,9091061.7,17586736,6655988.1,8135000.5,18934590,13514578,12201066,11576416,5905925.8,12100906,9296221.1,9319376.3,5362738.4,6522402.6,10308832,6951310.3,5762968.7,5000038.9,3454626.3,8072910.1,5782708.8,4932345.1,3466882.1,2799507.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
