type,rPos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,269.6,15750695,11673059,9303953.9,8835221.4,5184203,11614343,11092237,7471049.1,6851395.8,4866013.8,9120795.1,6195347.5,5697301.8,6095356.8,3938221.2,5919869.3,8899729.5,5173828.5,3245477.5,3342029.6,6013677.9,5100845.7,3063279.9,2807800.5,2495946.7,14852265,10255541,10787721,8367396.8,5837054.7,14542960,8909850.7,7288463.7,4699715.9,4061910.9,5174773.9,5646879,4818921,5586370.8,3086628,6044707.7,5431534.8,3428729.1,5291762.5,3015778.4,6995747.2,5103402,2876571,2834140.3,2533356.1,20017751,10175455,9592199.2,9570090.9,5806010,12425735,8360815.7,5570123.1,5380190.8,3679659.4,8354954.9,4777409,4754665.7,4526764.5,4778697.7,4911932.7,6579675.4,3090830.9,3865817,2379348,5550359.6,4878134.2,3127045.9,2649785.5,1875046.2,14887895,11167275,10193195,8421386,7262451.8,9242897.3,10261466,5098811.6,6475706.8,4808614.5,7310546.8,6202487.9,5386703.8,3635480.6,3231316.6,5209968.9,5777812,2642476.9,4126463.5,2051531.9,5268754.3,3948729.1,3444996.4,3426354.9,2832368.1,13056994,9039621.1,9185903.5,6402901.4,5408831.5,11838399,9475324.9,8479033.1,7663875.7,4638450.4,5989417.2,5718936.9,5491980.4,4014436.6,4162011.5,7825276.6,5294446.2,4250545.5,3449051.7,2581144.1,4407572.5,3946633.7,3279352.1,2927979.8,2258789.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,272.8,12815912,8415839.1,6006679.8,3953108.4,3659407.4,6617242.4,6393991,6437168.1,4151842.3,3289607.5,7342606.2,4324534.4,4672283.4,3839474.2,2178646.4,3740522.8,5431614.8,2988385.8,2154655.7,2152363.8,4634804.4,3511328.2,2472837.9,2438672.2,1204297.8,10606421,8331694.8,8857517,6796762.9,3050331.2,9899985.1,8353019.2,4877580.1,3264928.8,3249679.7,5351929.9,4306637.4,3591017.7,2870617.9,2584587.7,5516187,4040730.3,3094104.4,3465939.9,2017033.4,4421918.8,3346922.3,2423582,1941422.2,2080732.3,14060899,6678986.1,8777145.9,6032603,4101581.4,9984701.9,5758351.8,4363254.4,4951057.6,3313581.6,4552438.2,5153756.5,4424658.2,3363831.1,3169868.2,4735102.9,4883271.4,2812014.4,2317869.9,1722872.4,3161270.3,2972576.6,2100660.1,1885970,1125195.6,13594850,8085749.3,8178383.7,5368105,4486009.3,6964380.6,6960510.6,3249325.5,4661554.4,4013083.1,6838722.9,4854170.5,3341050.9,3320571.1,2522157.8,3738960.3,4053241.4,2224608.5,2578670.4,1485318.3,3053160.4,2480579,2245577,3163026.9,1775366.7,10607355,9855657.8,6463352,5670240.4,2898204.3,10445502,7162292.4,4616866.5,5411579.8,2611239.3,4581583.5,4575354.5,3550504.9,3328010.3,2936763.1,5542901.6,3097765,3181837.5,2184060.9,1852863.9,4069999.9,2648118.4,1667886.6,1979276.3,2048187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,276,7740745,5625107.2,4425821.5,3983880.5,2181960.7,5747311.4,5017784.8,3942195.3,2998176.3,2559305.7,5028319.4,3395591.3,2570851.7,2850954.8,1674088,3286158.8,3601178.1,2065796,1412755.4,1473987.7,2664959.5,1846533.8,1575467.8,1371051.2,912560.48,6176037.5,6618488.9,5341825.4,5349042.3,2662660.6,7285692.7,5248964.3,2869596.2,3093492.8,2058406.1,3214361.9,3074041.9,2889591.7,2153968.8,2481463.4,2772267.4,2613157.4,2212711.3,2115172,1601866.9,2648003,2407536.1,1598420.9,1754202.5,1593130.4,9308955.9,3939238.9,6096458.5,5356900,2850426.7,5530523.8,4882049.6,3146282.2,2768899.2,2135605.6,3907110.7,3658783.9,2067668.5,1958221.2,1952685,2710575.8,3859691.7,2456080.9,1468492.9,1310401.9,2244259.8,2114221.2,1438963.2,1188438.3,1063580.1,10117383,7295864.8,6319048.5,3511116.4,3359392.2,5761361.8,5180906.3,3487677,2885160,2716561.8,4504765.2,2965973.8,2258947.7,2284154.8,1815771.8,3218897,2569487.3,1459270.9,1909864.8,1036150.3,2115391.4,1549923.6,1294093.8,1317616.5,1141103.6,6201552.3,7494507.4,5286143.2,3587243.5,2629718.3,5856238.2,5762617,3251205.6,3233614.5,2148405.2,3811761.2,4583176.9,2354570.3,2085366.3,2036374.9,4046373.2,1907401.6,2598778.1,1602918.1,1164191.3,2791627.4,2045933.3,1305835.5,1407381.6,1232465.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,279.2,6846953.4,4459705.1,3616077.3,2474349.8,2184795,4242468,3356081.8,2697452.1,1963668.9,1480115.8,3125302.8,3085820.6,1605606.1,1618837.4,1419940.1,2423913.2,2620871.6,1694456.2,1087793.5,1031212,1743023.8,1726480.7,1242029.9,1170194.7,742729.41,6390633.2,4093308.2,3944067.4,3359121.5,2859701.9,5130825,2732935.3,2659403.8,2205964.5,1944316.3,1408199.1,2201509.7,2070109.4,1711405.4,1548015.4,1658913.5,2065278,1678545.7,1377285.1,1117111.7,1933725.5,1544122.5,1026293.8,958657.71,897597.56,5388353.7,3768114.2,4205522.5,3248161.4,2339299.2,4183239.3,4257296.6,3234518.9,2399219.2,1568893.6,2298580.6,2819223.6,1242839.2,1554483.7,1316215.1,1979871.2,2361844.7,1268090,1104423.9,946372.91,2158265.6,1850556.3,940018.27,888224.7,753799.46,5360815,4717684,4226308.9,2505298.9,2262886.7,3066511.7,4434299,2446863.3,2544943,1346300.8,3768743.3,2480780.6,2109014.1,1567907.5,1173100.8,2146253.8,1499020.6,1250702.9,1453245,800199.61,1374329.3,1336333.5,914348.81,754276.61,701504.66,4827370.9,3998229.6,4151247.3,2265964.1,1952218.4,4711248.6,3726542.4,2153005.1,2353324.2,1277480.8,2817349.9,2725818.8,1867511.3,1549171,1320787.5,3071904.2,1399103.4,1640588,1376028.5,1110401.2,1768777.1,1416009.6,1216360.4,1114993.1,982671.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,282.4,5229449.3,3658510.6,2569232,2370838.6,1498939.9,2817043.2,2819250.6,1825802.5,1610927.8,1494535.3,2359329,1904732.4,1546570.4,1613879.4,986008.51,1780558.9,1622132.7,1346430.7,901297.95,831961.56,1115480.8,1307245.2,835919.85,874865.62,462169.4,5049313.7,2582171.5,2965385.4,2114853,2399561,3777161.6,2932039.6,2142933.6,2056293.4,1349914.9,2041352.9,1759704.6,1426159.5,1341423,855809.9,1566981.9,1032896.8,1324956.3,1093462.3,720007.03,1206783.8,1039776.6,1049382.4,674744.38,675708.17,4524816.6,2685087.1,3876280,3054499.2,1663355.5,3879005.2,3259235,2017619.7,1368104,1181375.1,1669772.9,2330076.2,1353221.5,1148728.7,824217.17,1882075.9,1608000.8,978838.37,807893.54,866074.15,1800051.5,1151859.4,892005.58,677708.99,577815.79,4729471.4,3175113.5,2523782.2,2402039.8,1691424.1,2649798.6,3042858.9,1893476.3,1657534.9,959185.99,2203509.1,2044538.5,1479764.4,1302514.5,912439,1288780.7,1168254.4,923647.23,1037287.7,594134.76,1333080.1,1105185.3,674253.11,622876.64,404017.53,4761315.6,2663705.9,3042900,2395480,1765561.7,3581473.1,2146523,2019778.3,1879891.7,780458.83,2427099.4,2135585.8,1274863.6,1499448.6,954420.07,2287526.7,1166360.6,989663.32,992399.63,633588.2,1268772.6,1041039.9,878106.57,836498.19,620699.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,285.6,3740408.6,3194064.9,2295369,2211239.7,1473970.8,1903194.3,2186073.2,1442572.1,1265875.7,1018366.7,1889724.7,1235825,1086480.8,1067772.8,1022995.3,1137716.3,1174010.3,853255.49,718054.34,630132.73,827347.12,802454.69,562829.66,631073.93,369191.24,2806691.9,1806786.7,2807474,1448967.3,1837552.7,2447069,2035205.4,1311009,1287854.5,1117272.9,1371941.3,1087192.8,1052020.2,962883.45,686327.51,879684.57,680604.63,918588.36,628553.28,613150.43,968435.86,526515.33,580097.28,477529.08,398532.05,3204971.1,2364175.2,2169857.3,2127511.6,1592324,3323845.8,2437743.6,1219205.8,1198389.4,976737.46,1467740.8,1461536.7,1097516.2,753285.24,688513,1446343.2,1128067.4,683660.15,558640.85,493617.65,1164531,757380.08,512423.85,493276.47,419719.05,3030700.9,2202970.4,2233937.6,1453976.6,1370255.3,2439286.6,2167290.4,1389214.8,1149729.1,877490.7,1529261.6,1281454.1,1356040.5,786647.01,564800.11,1093787.4,923949.66,600395.94,709242.09,457185.99,851616.03,624766.13,561892.59,540666.86,322874.39,3605637.7,2604618.4,2298399.7,1619353.3,1547122.4,2922304.9,1479688.7,1364190.4,1587102.6,934633.58,1904090.6,1434196.3,1035156.3,1172966.4,701908.99,1741466.6,946951.01,752454.67,712317.38,482875.15,860080.33,660135.75,608571.2,577230.83,408769.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,288.8,2638556.8,2085496.6,1383142.6,1640248.6,948128.92,1848415.9,1413486.9,1064062.9,1066895.7,924647.13,1477131.6,1009470.1,988568.16,760413.16,757880.07,1042256.1,893832.63,628259.35,587118.28,427605.28,649187.87,591737.81,381297.83,469081.19,352048.19,1738566.6,1672935.6,1998752.2,1378082.5,1189619.9,1669187.5,1318317.4,1202415.9,837658.86,786324.09,1472295,873308.32,753187.7,664443.06,569828.67,728707.52,541389.85,657457.94,579052.56,458427.02,853075.1,452157.49,374458.59,442717.48,329381.48,2236411.7,1708550.6,1781454.7,1242275.2,1329869.3,2087715.1,1621575.6,892420.42,880493.27,721433.4,1235640.6,1051025.7,1003710,522450.31,625974.67,931837.98,745517.71,454064.48,304612.86,279617.78,712190.7,590061.62,407931.6,333247.13,294908.31,2379412,2090188.3,1733890,1114996,1193140.2,2067219.1,1682910.5,998087.64,808914.56,806184.74,1157459.5,1030622,1006399.6,621472.97,444157.07,1032826.7,658473.17,552758.19,559577.49,344989.59,516595,428630.32,465302.62,465676.61,239442.46,2699367.9,1890225.4,1697738.5,1052898.5,1387372.1,1780373.6,1262386.1,1436994.9,1220675.9,598784.28,1155020.8,970893.54,833116.82,844420.03,468066.19,1169038.3,591855.87,513081.8,357948.52,323612.83,658944.41,444389.08,459344.53,358664.07,400310.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,292,1732872.3,1690667.8,924197.44,1259674.3,685516.06,1355269.9,1173765,914255.96,590610.85,738156.42,1109796.2,659933.93,803015.11,522246.18,491504.05,709191.27,589901.03,461422.87,461471.72,352875.39,396415.64,314043.92,286293.2,339807.4,291390.53,1229722.6,1436856.6,1809481.6,1002252.3,942904.59,1287140.5,1061457.3,1206472.4,680430.32,624590.44,878605.74,860290.86,731818.9,682268.22,564373.06,635727.58,475136.43,412501.55,452816.96,279621.91,717855,424509.12,326235.23,322571.01,267295.18,1622813.2,1599738.7,1377698.9,814550.01,958721.42,1695286.9,913226.76,799008.04,748016.23,549431.5,968318.96,1036905.7,798472.37,431213.63,472290.03,613810.96,512611.13,324385.45,261337.75,257385.52,482591.95,465017.44,195772.84,232759.54,157169.33,1720096.5,1207645.9,1500118.5,1007062.6,926530.11,1587221.3,1261094.5,701977.34,801857.61,560545.03,756406.09,738704.66,631205.09,573944.98,537711.16,729049.46,512675.36,460182.23,374258.85,239955.91,390351.54,335040.72,353599.43,361986.01,201464.21,1938640.6,1336498,1334936.9,785792.96,981046.91,998684.57,974178.64,1198970.7,1223579.9,407086.31,1219220.7,464897.34,602612.02,656714.15,417584.2,847711.99,457164.29,312623.8,230395.03,233138.3,414549.16,342572.51,260883.75,355392.14,210508.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,295.2,1451809.2,1504042.8,807794.29,1118626.3,499109.1,1356144.6,821428.93,655825.89,517070.7,374364.99,891940.52,535469.33,448773.48,371959.16,431481.58,543842.03,454026.15,302672.15,284304.29,312166.38,324243.7,246773.04,268890.8,200617.87,167578.76,1315403.1,1387279.9,1428088.2,949601.45,644359.68,885934.95,918512.9,839171.1,517700.38,484522.75,655441.96,504395.03,496465.42,422329.16,355581.59,515956.55,335730.8,385820.93,376354.97,177986.39,366082.22,267916.19,127150.21,288743.59,203690.32,1446602.9,1250720.6,1171075.9,724023.21,703372.27,1266167.4,848819.65,759696.17,639243.06,397847.98,727487.34,802703.35,538447.79,283432.95,378911.24,524688.07,376750.14,317283.91,170941.03,214505.89,378557.77,332736.83,218893.47,184666.7,110690.81,1282505.7,948436.14,1124441.4,770716.06,706599.63,1088221.7,781792.82,436425.57,663339.36,432933.15,568178.67,716194.9,577881.64,457926.89,313883.09,440897.52,448130.48,387632.9,278095.95,196317.79,300377.77,244364.64,197660.19,173891.44,122069.31,1123975.7,897858.62,730345.87,684483.69,646209.1,965474.41,828460.79,736083.13,709369.19,391339.4,1105868.3,473294.97,393311.09,509770.05,300006.64,667946.94,311129.18,306211.97,209860.82,183787.07,307427.86,249724.06,198730.91,227372.6,188519.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxNradialErr,298.4,1224785.2,1143483.4,682124.81,992116.07,390460.13,807870.8,703658.54,601600.02,388896.02,342599.5,647506.65,500414.8,393636.85,299664.91,336190.76,401229.46,366832.67,228250.15,206507.26,211963.54,270608.8,216215.03,207322.79,163192.71,95641.404,1242579.6,1160760.4,1163218.2,577520.13,509619.27,950996.62,719962.61,589355.28,375645.07,326946.96,348418.92,546777.42,301705.36,318043.78,222694.57,414522.93,250834.47,297646.82,293507.87,150543.79,357814.02,205083.58,104290.05,224187.18,127556.59,1030095.2,1028193.7,1047383.8,479765.03,519554.65,763338.49,583417.93,468795.27,561723.93,374536.7,561676.54,472671.17,472697.52,249585.48,250873.52,309836.64,360528.83,256273.14,168545.55,136748.2,310012.39,297395.86,131011.51,151171.27,103064.8,1103930.6,910673.06,875143.57,719512.17,599631.11,1005121.3,726761.38,387074.05,639366.31,410176.83,473032.36,444718.15,391508.31,321989.35,305813.64,291013.57,221352.56,247884.16,178013.94,171378.18,251432.91,177548.69,175055.99,146236.55,98240.068,802995.11,1114692.3,620811.22,664138.15,368633.08,1010120.2,997384.55,587092.65,476640.88,315434.35,647437.61,351965.52,265253.43,255180.22,278437.52,352417.98,197994.86,148485.47,208208.74,176457.39,237091.06,201532.28,174144.91,176680.4,113073.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,237.6,47791.042,39710.206,27232.195,30222.9,23185.055,43783.48,35825.198,28691.774,24283.274,22619.245,46663.384,36524.282,30604.517,23897.197,18511.408,58273.338,34657.347,30676.821,25076.035,21733.691,66374.697,37228.556,35914.004,26169.476,20199.071,51394.604,38754.941,31119.357,29255.32,19647.661,50708.141,42939.732,30446.104,24148.974,17914.152,60054.068,38505.154,37054.036,31397.008,22245.733,56391.815,36404.23,35908.89,23170.852,21286.057,52950.951,36742.173,31764.053,24138.231,20702.798,44825.914,38673.748,30857.403,23080.204,22620.384,57242.04,43198.012,27715.319,24961.778,19122.467,48224.775,36731.015,33558.547,28693.673,19036.745,46356.455,39133.076,32267.595,24677.673,20917.057,53721.625,35026.087,31853.284,22543.532,18208.788,53653.978,38481.731,28602.913,23168.25,17373.194,51034.22,36632.044,31306.806,24584.586,17451.497,50998.173,39879.853,30041.922,26388.641,19315.836,48332.008,40410.108,32188.003,23971.34,20329.279,50266.458,43233.012,26635.28,24317.02,18156.054,48385.471,39212.048,34674.816,26175.871,19101.499,48518.323,39863.578,31618.171,24784.163,17251.497,51225.833,44296.461,32283.223,23518.997,19181.483,45093.982,40622.317,31123.222,24897.685,19793.022,56793.051,36077.568,29767.519,25410.342,16999.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,240.8,41757.534,36509.852,25807.402,21007.275,19790.658,38577.49,31963.01,26029.893,23503.797,20265.413,44658.562,30683.547,25409.606,22216.388,15639.136,48275.614,35328.98,26724.815,24504.831,19099.861,56105.594,36036.572,29536.234,22443.217,17119.522,46016.127,32145.074,26154.641,24556.366,17020.219,43061.122,35122.564,26919.55,21137.732,16428.996,37909.873,33385.887,30468.858,26709.403,17634.135,49197.222,33245.28,25339.355,21426.085,18462.752,44596.172,29355.65,26333.351,21999.6,19140.623,39958.673,34131.797,26534.991,20265.35,16119.497,46926.367,35943.256,24612.13,21071.433,16037.363,37114.204,34229.968,27628.051,21714.235,16730.625,38388.117,34237.448,28697.155,21512.406,16720.96,45795.63,30757.811,27332.36,21011.533,16850.214,43586.612,31123.185,24374.462,19222.217,14792.368,46273.257,33558.179,25863.591,19521.484,14961.298,45950.297,29751.409,23519.924,21100.581,16479.327,39778.064,30706.124,25657.465,18864.715,16320.533,40227.299,33050.913,21780.442,20029.47,15599.219,39492.125,32712.459,27987.411,22528.129,16088.797,38427.822,32692.508,25251.32,21796.874,13933.969,41527.601,35114.422,24725.512,17529.469,15917.719,38272.417,33414.375,24182.457,23109.677,15412.753,42574.359,30638.655,26757.581,20286.221,14215.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,244,39642.693,31547.672,23205.8,18810.351,18218.867,35122.654,30925.833,23269.68,21331.756,17645.568,40022.889,30227.073,22215.879,20329.447,15357.883,42643.634,31073.453,22844.747,21743.074,16715.986,47758.201,32183.458,24875.965,19882.096,14608.44,45635.259,30812.479,22975.116,22484.314,14967.071,38610.995,32403.465,23658.911,19775.733,16050.428,42498.015,31647.191,25393.674,24428.312,15208.508,45004.684,30054.602,24088.863,19084.842,17184.054,40854.122,27414.761,24089.534,19674.79,15707.258,38728.71,31256.017,25625.347,18128.188,14863.766,41712.356,31156.218,22033.596,19192.978,15039.695,34860.655,30551.809,23701.338,19037.743,15819.265,35332.466,29331.873,25338.03,20120.912,16468.48,39669.441,28302.628,25208.321,18631.711,14656.971,39837.279,27221.843,22051.71,16515.144,13007.541,41406.746,28520.585,22710.909,17449.064,14052.319,40502.055,28793.698,22373.498,17645.135,14064.534,35969.218,28366.373,23180.83,18954.404,15269.769,36944.062,31518.005,21453.576,18729.588,14188.889,36135.745,26941.913,25617.134,20130.609,15225.257,37320.039,29447.309,23637.053,18549.93,13198.853,36304.569,31702.823,20990.851,16617.117,13907.699,34206.381,27766.15,22596.264,19876.621,14784.692,40303.789,28246.078,22783.953,17926.506,12685.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,247.2,38258.5,29056.471,23237.75,16219.018,15797.368,34363.109,28528.098,21668.59,19305.005,16436.651,34176.373,29444.153,22225.749,18427.557,13982.665,37565.443,28678.286,22828.112,18893.069,14096.641,45002.199,28812.875,22114.301,17935.422,13307.137,42125.387,30076.147,22512.432,19969.07,13888.692,39478.539,30464.314,23164.482,17895.252,14498.147,37467.033,27481.984,22766.543,21142.061,13427.871,38408.033,29000.537,21721.886,16627.47,15989.429,36409.123,26222.932,20926.689,16711.197,13789.484,34876.863,27319.296,22375.818,16962.07,13746.763,37455.893,28714.156,21479.737,18201.369,13644.615,33929.021,27391.587,22147.987,17646.551,13240.07,32490.28,27651.658,21725.342,17916.772,13885.225,35106.805,25153.228,22055.123,16470.262,13576.484,38700.903,27093.449,19856.476,16140.882,11667.698,35464.33,27406.143,22055.329,17510.509,12677.181,37391.229,28081.997,21819.32,16445.534,12463.249,30834.23,26315.568,20734.016,16661.691,14662.536,34196.341,27472.53,19302.574,16574.997,12195.784,34867.425,25356.25,23980.158,18133.461,13532.959,33560.129,24756.479,22734.205,15713.401,12378.367,35257.223,27733.904,19497.967,16196.298,12482.844,31158.223,27235.374,20931.773,17443.023,12274.072,35416.796,25318.772,19621.77,15805.951,12864.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,250.4,33187.152,26781.733,19871.102,15516.946,13732.056,30275.25,25552.703,19765.831,17192.271,12625.771,30765.836,26109.647,19436.195,15085.626,11879.248,33471.615,26321.614,19155.899,15356.012,12245.825,36481.987,24391.882,18649.568,15445.166,11618.342,37171.285,26623.059,20993.328,16996.043,12915.992,33485.134,26301.33,20434.114,16498.029,13237.827,31568.843,27122.286,20094.817,18660.516,12060.884,34527.914,24934.568,19342.236,14756.434,13368.58,32147.437,22267.481,18139.972,14295.421,11249.908,32418.547,25177.618,20943.586,16206.114,12525.706,33519.627,25448.902,20078.345,15727.098,12847.347,30752.306,25532.271,19495.504,15310.157,12474.84,29911.74,23359.511,18299.854,15555.747,11360.289,30540.798,22792.229,18908.666,14165.747,11051.694,35488.807,24112.578,19913.051,14925.548,11112.394,31910.886,24127.945,20092.504,15988.039,11365.426,32319.136,24868.503,17467.715,14785.468,11129.193,28167.313,23864.665,18032.139,13824.676,13280.456,29638.585,23585.871,17309.697,14842.961,10112.953,32760.003,22642.766,21541.744,15995.462,11589.877,29826.488,23936.904,19703.418,14202.785,10702.918,31883.409,24246.595,18100.474,14724.939,11023.463,27929.059,25056.312,17881.167,15610.819,11026.953,30448.249,23201.854,16511.229,14332.945,11415.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,253.6,29375.766,25138.957,17554.247,14101.785,12225.687,28325.58,23000.637,16792.556,15473.304,11036.375,27712.308,23620.046,17189.968,12944.831,10376.762,29354.907,21596.746,16641.552,12198.2,10534.048,28673.919,20497.425,15397.117,12592.466,8583.9457,32609.129,23479.061,18484.361,14321.817,11585.586,30020.604,25186.068,18621.571,15494.31,11802.52,26783.89,22433.394,17551.808,15313.199,10253.847,29527.541,21024.107,16576.013,12390.686,11052.616,25975.526,19558.263,14649.307,12179.376,9563.0864,29784.061,23283.025,18429.924,14433.378,11440.954,29305.869,21307.312,17565.909,13838.954,11669.406,27453.373,21930.728,16712.113,12826.579,10865.615,24601.215,19672.016,15599.431,13456.127,9576.7438,26045.204,18371.67,16188.418,11551.839,8871.9182,30551.624,21943.738,19375.77,13225.634,10604.389,28915.065,23073.978,18149.264,14829.921,10522.58,27913.273,21180.681,15405.319,13422.037,10128.342,23500.889,20737.805,14872.891,12463.187,11263.847,25252.773,20210.533,14271.046,12645.505,9395.673,29019.217,21682.068,19206.208,14140.531,10375.984,27499.217,20967.836,17098.652,12392.187,10012.236,26260.895,20295.585,16326.324,12579.766,9735.7837,24060.733,22351.882,15114.435,13532.782,9588.5951,25433.547,19148.242,13765.87,12087.467,9454.2244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxPradial,256.8,26052.655,21452.819,16295.802,12805.676,11194.053,26072.054,18440.497,14503.04,13551.751,9648.8719,23743.314,19083.916,15213.028,11367.969,8506.1299,23945.785,18271.738,13528.608,10197.454,9176.0695,22227.968,15824.851,12686.151,9615.7318,7209.0863,27682.748,21821.086,16598.017,12698.969,9697.1447,26004.324,21368.829,15759.725,13329.1,9857.8297,23184.341,18660.443,14730.596,12318.714,8772.5339,24025.286,17864.955,14100.979,10234.055,9094.2888,20794.757,15843.686,12308.09,9843.4757,7437.1059,25605.925,19818.485,16664.262,13568.331,10110.393,25358.797,19472.508,15390.725,11814.099,9744.6158,23781.21,18433.593,14246.157,11576.306,9152.0599,21467.768,16149.196,14519.139,10610.939,8021.3652,20678.844,15609.423,13243.807,9694.819,7600.426,26104.764,19067.85,15355.023,11546.349,9179.4253,25764.335,20028.397,15562.612,12617.548,9152.1138,23409.695,17799.429,13397.408,11013.182,8647.1274,18961.545,17037.798,12318.095,9963.448,8642.3225,20876.851,16948.828,11762.087,10358.51,7006.6487,26164.121,18991.433,17211.628,12498.559,9514.3805,25131.529,19265.466,15640.265,10868.971,9263.43,23484.753,17655.783,14049.82,10652.016,8210.4108,21300.306,17729.4,12861.922,11183.619,8185.1675,21598.749,15117.489,11825.198,9366.6981,7559.3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
