%eval_id interface        h2oDens       concDens         linerR   maxNradial_1   maxNradial_2   maxNradial_3   maxNradial_4   maxNradial_5   maxNradial_6   maxNradial_7   maxNradial_8   maxNradial_9  maxNradial_10  maxNradial_11  maxNradial_12  maxNradial_13  maxNradial_14  maxNradial_15  maxNradial_16  maxNradial_17  maxNradial_18  maxNradial_19  maxNradial_20 maxNradialErr_1 maxNradialErr_2 maxNradialErr_3 maxNradialErr_4 maxNradialErr_5 maxNradialErr_6 maxNradialErr_7 maxNradialErr_8 maxNradialErr_9 maxNradialErr_10 maxNradialErr_11 maxNradialErr_12 maxNradialErr_13 maxNradialErr_14 maxNradialErr_15 maxNradialErr_16 maxNradialErr_17 maxNradialErr_18 maxNradialErr_19 maxNradialErr_20   maxPradial_1   maxPradial_2   maxPradial_3   maxPradial_4   maxPradial_5   maxPradial_6   maxPradial_7   maxPradial_8   maxPradial_9  maxPradial_10  maxPradial_11  maxPradial_12  maxPradial_13  maxPradial_14  maxPradial_15  maxPradial_16  maxPradial_17  maxPradial_18  maxPradial_19  maxPradial_20 maxPradialErr_1 maxPradialErr_2 maxPradialErr_3 maxPradialErr_4 maxPradialErr_5 maxPradialErr_6 maxPradialErr_7 maxPradialErr_8 maxPradialErr_9 maxPradialErr_10 maxPradialErr_11 maxPradialErr_12 maxPradialErr_13 maxPradialErr_14 maxPradialErr_15 maxPradialErr_16 maxPradialErr_17 maxPradialErr_18 maxPradialErr_19 maxPradialErr_20 
1            NO_ID   0.6733308759    1.976404385  0.09909934289  3.1005508e+10  1.6826047e+10  1.0023469e+10     6179159600     3775173900     2385793100     1481883000      976416490      642911670      414441090      276728860      180952890      124679680       91970970       65913336       48544138       35501769       25543570       19675539       14001552     1320138900      610275470      383117100      231831410      135041260      104219290       73157917       55644095       36499573       22463719       15750695       12815912        7740745      6846953.4      5229449.3      3740408.6      2638556.8      1732872.3      1451809.2      1224785.2      47791.042      41757.534      39642.693        38258.5      33187.152      29375.766      26052.655      21735.915      19608.289      17569.918      14641.087      11672.469      9488.1801       7501.473      6418.3104      4771.5447      3745.7346       3219.829       2516.051      1759.5621      3862.9616      2310.1717      1813.3909      2035.1791      1441.0399      990.31764      917.47152      709.28564      718.38107      723.06315      734.33204      483.89212      429.95002      276.90442      241.12574      149.35777      160.65581      204.46611      133.84437      113.21912 
2            NO_ID   0.7194981944    1.976404385  0.09909934289  2.3571591e+10  1.3545572e+10     8016579200     4848659600     2786099000     1726796000     1094635800      695385590      468941160      296602780      199170920      139847530       99040314       74050843       55352665       36508061       25500379       21026700       17370674       12707329      714315310      408217640      201256000      130507760       82912593       61772561       46964121       27552247       18790757       14666227       11673059      8415839.1      5625107.2      4459705.1      3658510.6      3194064.9      2085496.6      1690667.8      1504042.8      1143483.4      39710.206      36509.852      31547.672      29056.471      26781.733      25138.957      21452.819       17847.59      15121.619      12770.905      10332.793      8582.9533      6554.9483      5368.0612      4526.6058      3695.6187      2807.9712      2167.4914      1770.6628      1298.0554      4009.6726      2886.1654       1909.241      1300.2527      1282.3501      718.70913       750.0697      771.96194      671.15492      692.15779      500.19457      337.74108      261.53511      276.11901      223.30997      183.08469      126.33368      120.39184      84.685992      72.801173 
3            NO_ID          0.766    1.976404385  0.09909934289  1.7544663e+10  1.0129138e+10     6089971200     3757911000     2336197400     1436715600      935495350      589773860      404878370      263802110      171273580      121242750       83376292       63061383       48058973       37310039       27286105       18350371       14406425       10323264      535584280      273348530      132634520      123275660       82463642       50179908       45314516       31356630       25138032       12527188      9303953.9      6006679.8      4425821.5      3616077.3        2569232        2295369      1383142.6      924197.44      807794.29      682124.81      27232.195      25807.402        23205.8       23237.75      19871.102      17554.247      16295.802      13190.362      11477.541      10139.996      8484.9312      6921.1064       5523.067      4402.0638      3634.0255      2919.4468      2477.4269      1941.1867      1506.8166      1139.9908      2401.2514      2331.2126      1654.6219      1352.4586      1251.4753      1095.3587      907.76414      751.01943      672.64852      627.00794      609.49169      592.56245      478.17679      358.13815       269.7821        179.072      164.55643       148.8795      104.17681      82.343585 
4            NO_ID   0.8125018056    1.976404385  0.09909934289  1.4019209e+10     8270910600     4839509900     2967988100     1826635000     1136838200      713965080      450301640      291172680      198448150      127893010       90207196       69086756       50203145       36082094       28854857       20513552       16076019       12791733        8954607      507866350      320323750      160265190      114846610       74863693       44140808       30353553       18552834       15247094       14701796      8835221.4      3953108.4      3983880.5      2474349.8      2370838.6      2211239.7      1640248.6      1259674.3      1118626.3      992116.07        30222.9      21007.275      18810.351      16219.018      15516.946      14101.785      12805.676      10993.142      8896.9285      7394.9102      6219.7319      5068.5245      4196.7628      3137.1718      2631.3654      2191.3275       1652.071      1312.8532      962.12802      711.87316      6922.9202      1759.8124      1452.4349      1139.4386      1165.3223      881.82774      845.78228      686.62997      613.64988      368.87485       380.2278      325.10608      242.89393       186.4107       165.2308      149.41223      119.91986      92.698617      76.647116      45.666249 
5            NO_ID   0.8586691241    1.976404385  0.09909934289  1.0872793e+10     6470017600     3837311800     2329407700     1419939500      899344440      597568950      392942840      253370250      174028320      109850370       77206668       49432167       34405839       24991277       20260804       14780510       10862904      8193037.6        6430312      422849050      319624160      214607300      102017740       63233002       47227144       35111422       19597111       10644646      7800047.9        5184203      3659407.4      2181960.7        2184795      1498939.9      1473970.8      948128.92      685516.06       499109.1      390460.13      23185.055      19790.658      18218.867      15797.368      13732.056      12225.687      11194.053      9255.6203      8034.2903      6835.7923       5655.119      4426.5245      3696.5045      2939.2815      2399.6367      1975.8164      1577.3031      1241.6163      978.97898      818.41616      3637.3825      2940.0129      2183.8837      1653.1578      1334.8715      1106.7943      912.12129      760.10296      614.61395      513.34851      413.29333      334.22266      262.18563      211.71923      172.00058      154.47993      103.76579      98.452229      79.639553      67.269652 
6            NO_ID   0.6733308759    2.108799169  0.09909934289  3.0273178e+10  1.6310441e+10     9780995800     5595144100     3434853100     2125171200     1260717100      774004200      477993630      326040570      203754570      130432030       97102927       69182303       51607877       36490301       27283387       19134301       13874345       10553987      888411030      457563770      325565160      199814100      143344360       85367766       65507620       34328112       25934761       19295725       11614343      6617242.4      5747311.4        4242468      2817043.2      1903194.3      1848415.9      1355269.9      1356144.6       807870.8       43783.48       38577.49      35122.654      34363.109       30275.25       28325.58      26072.054      22092.303      18186.899      15758.654      11964.619      9568.5158      7549.1338      5855.4856      4630.4605      3543.7502      2794.8542      2097.5587      1637.2073      1340.1939      3954.2616       3230.513      2565.3089      1989.5358      1068.9676      981.48589      770.68701       844.2046      661.44254      674.76255      531.82082      408.24513      375.32891      311.87317      334.13503      206.82027      189.39176       133.1959      108.38443      91.233361 
7            NO_ID   0.7194981944    2.108799169  0.09909934289  2.3450273e+10  1.2863677e+10     7247664400     4179568600     2523798500     1532295500      943975450      587543810      382083140      254104250      160785650      109954330       82618371       54707550       38318586       26401682       19448487       15225300       11072082      8171309.4      516707150      436476510      247526610      196690710      119168500       57644643       51414082       26430886       15260348       17527395       11092237        6393991      5017784.8      3356081.8      2819250.6      2186073.2      1413486.9        1173765      821428.93      703658.54      35825.198       31963.01      30925.833      28528.098      25552.703      23000.637      18440.497      15673.248      13361.052      11307.232      9426.9567      7623.9098      6094.4102      4999.8514      3659.8449      2842.8667      2315.0609      1748.6864      1337.1271       983.5283      3874.0778      3050.3082      2949.4297      2066.5535      1396.3486      1281.9315      943.24864      752.72038      692.09617      545.38117      530.82978      376.23308      292.89574      234.56043      216.59979      156.91645      132.83858      109.78391      84.917827      57.950332 
8            NO_ID          0.766    2.108799169  0.09909934289  1.8361506e+10  1.0270011e+10     5938339000     3497073800     2021029600     1225190700      804158570      495481190      320166980      207445850      139311520       94939934       62562114       45016637       33410605       23708254       16652936       11925866      9053041.5        6502013      624233920      282997440      191943140      100289920       54310005       31767604       41452971       24780851       16089781       11916128      7471049.1      6437168.1      3942195.3      2697452.1      1825802.5      1442572.1      1064062.9      914255.96      655825.89      601600.02      28691.774      26029.893       23269.68       21668.59      19765.831      16792.556       14503.04      12597.389        10331.4      9001.5694      7777.0887      6673.5464      5142.9468      4216.1961      2978.6546      2267.1177      1736.7504      1350.8382      1163.8235      828.89248       2519.767      1894.9227      1644.7986      1104.0469      961.38861      940.34853      805.61105      646.79259      578.22284      395.85361        468.266      337.35434      319.39949      237.68851      174.08005      136.62984      100.23702       104.3733      98.107275      69.854923 
9            NO_ID   0.8125018056    2.108799169  0.09909934289   1.407597e+10     8154881500     4778033700     2863546900     1620954400     1033426000      565058150      381071520      238099530      157959310      105190220       72055712       52745597       36986405       28654983       19215605       12722386        9634832      7879639.8      5907021.8      285916580      135465560      120720490       82056889       57380974       47875992       32023595       16895118       13583425      8477275.7      6851395.8      4151842.3      2998176.3      1963668.9      1610927.8      1265875.7      1066895.7      590610.85       517070.7      388896.02      24283.274      23503.797      21331.756      19305.005      17192.271      15473.304      13551.751      11045.398      9176.2918      7459.7314      6045.9337      4802.0206       3769.777      3095.1973      2384.5798      1855.9681      1469.9334      1110.4935      876.34396      669.09518      2046.3744      1873.7801      1770.0421      1485.9502      1194.3423      1014.0633      805.10163      630.22746         491.48      380.08762      355.55313      280.67621      203.90313      161.39159       115.0788      111.61866      91.730498      77.960653      67.810401      45.342359 
10           NO_ID   0.8586691241    2.108799169  0.09909934289  1.1172929e+10     6299331400     3524046100     2115668000     1312341700      775116960      470279630      312784780      194739600      130328250       87595660       60702819       42877694       30102162       22058830       15963969       13114036      9918907.8      6787171.3      4659547.2      386881240      259303630      140754240       96840091       58078441       30742743       16291587       13641198      7448416.6      6673530.4      4866013.8      3289607.5      2559305.7      1480115.8      1494535.3      1018366.7      924647.13      738156.42      374364.99       342599.5      22619.245      20265.413      17645.568      16436.651      12625.771      11036.375      9648.8719       7921.476      6579.1471      5360.3854      4657.5966      3851.2455      2978.0657       2239.692      1744.2064      1235.7329      990.80613      776.32793      569.15554      463.94173      2316.0236      1924.0222      1439.6503       963.1508      656.21729      497.69172      405.35471      381.86893      296.84129      227.45698      209.06816      148.19803      132.10614      128.44612      89.185926      71.386666      56.609042      45.463237      35.194995      37.370537 
