%eval_id interface        h2oDens           ppmB       concDens         concFe          concC         concSi         concCa          concK         concAl         concMg         concNa          concP          concS          concH         linerR   maxNradial_1   maxNradial_2   maxNradial_3   maxNradial_4   maxNradial_5   maxNradial_6   maxNradial_7   maxNradial_8   maxNradial_9  maxNradial_10  maxNradial_11  maxNradial_12  maxNradial_13  maxNradial_14  maxNradial_15  maxNradial_16  maxNradial_17  maxNradial_18  maxNradial_19  maxNradial_20 maxNradialErr_1 maxNradialErr_2 maxNradialErr_3 maxNradialErr_4 maxNradialErr_5 maxNradialErr_6 maxNradialErr_7 maxNradialErr_8 maxNradialErr_9 maxNradialErr_10 maxNradialErr_11 maxNradialErr_12 maxNradialErr_13 maxNradialErr_14 maxNradialErr_15 maxNradialErr_16 maxNradialErr_17 maxNradialErr_18 maxNradialErr_19 maxNradialErr_20   maxPradial_1   maxPradial_2   maxPradial_3   maxPradial_4   maxPradial_5   maxPradial_6   maxPradial_7   maxPradial_8   maxPradial_9  maxPradial_10  maxPradial_11  maxPradial_12  maxPradial_13  maxPradial_14  maxPradial_15  maxPradial_16  maxPradial_17  maxPradial_18  maxPradial_19  maxPradial_20 maxPradialErr_1 maxPradialErr_2 maxPradialErr_3 maxPradialErr_4 maxPradialErr_5 maxPradialErr_6 maxPradialErr_7 maxPradialErr_8 maxPradialErr_9 maxPradialErr_10 maxPradialErr_11 maxPradialErr_12 maxPradialErr_13 maxPradialErr_14 maxPradialErr_15 maxPradialErr_16 maxPradialErr_17 maxPradialErr_18 maxPradialErr_19 maxPradialErr_20 
1            NO_ID   0.7679127745    523.1092467    2.246051923   0.4858829981  0.09586752552    8.476880124    28.50858735  0.04481690294   0.5943662439   0.2408066124   0.1713075624   0.1965241863   0.1556609368   0.6007352221   0.2110359858  1.7853912e+10     9560017400     5372419600     3034774600     1784310000     1079503600      610404310      378530220      242019850      155305390      100058930       67576232       50419028       33072314       26752643       17836638       13601729       10173294      7224550.1      5163802.5      602878370      378083250      242259500      134032580       88610995       46298259       28136355       18051917       11792041        8224965      5657957.2      5275938.2      3288275.6      2107804.6      1860929.2      1145511.5      1161983.7      745308.31      524492.22      430342.66      27555.096       24684.45      24604.226      22120.016      19054.885      17397.038      14698.488      11725.206      10574.558      7827.5103      6133.4941      4870.8831      3818.5115      2896.5184      2312.4702      1835.4237      1381.7763      1049.3216      754.94096       640.2977      2240.9839      1651.7748      1696.7951      1416.2936       984.8832      1120.0712      748.02716      665.77864      546.55504      315.48561      277.03084       226.0562      171.13576      139.82646      121.43578      132.00446       96.84101      94.096909      63.030935      51.175771 
2            NO_ID   0.7876402067    523.5677846    2.459818752   0.4509935048  0.09640787508    8.651239888    30.00527285  0.04750365751   0.6241748282   0.2143465156   0.1836525275   0.2447361362   0.2324421739   0.5574652046   0.7314588996  1.6733288e+10     8836046400     4640113700     2576089900     1412113700      821682870      486965680      277936490      172673780      108967410       70844751       46090109       32463766       24463791       17965588       12462393      8833717.2      6488862.9      4884542.5      3247625.4      387017420      273486480      127717980       80636535       45840443       27769808       20368606       13307021      9014849.5      6611464.9      4240307.2      3400844.4      2106469.4      1542131.7        1397828      899920.17      661435.08      374108.25      289954.25       213564.6      30107.483      24179.133      22193.884      18682.069      16166.617      14614.317      11808.101      9281.6193      8095.4209      6045.5277      4844.4753      3856.7257        2891.91      2196.0564      1749.6924      1268.2703      940.93853      678.24102      503.50657      374.06278      2089.8734      1600.5015      1644.0742      968.99435       695.7423      706.09285      509.99973      394.60986      319.60387      310.95758      304.62266      207.61395      157.52094      95.160923      88.450847       74.76855      54.906776      46.057439      37.025575      32.025113 
3            NO_ID   0.7793054059    426.0366701    2.194983554   0.4891866308  0.09102508107    7.740245124    25.53414717    0.050183695   0.4749488963   0.1969373192   0.1967330462   0.1740384558   0.2163170675   0.6117412489   0.9499866514  1.7134229e+10     9368169600     5116002400     2903708200     1703446700      929401090      570488630      336318450      209833420      137614740       90731043       59478324       40138582       28574944       20986237       15415038       11108101      7759288.8      6437925.1      4455800.6      641700350      353237850      183733470      112727640       63912265       38422330       27484251       14878078       12186003      7487873.6      4076412.7      3077425.8      2293797.7        1589861      1922010.2      1337391.5      930513.78      542862.56      483800.76      357612.31      25255.218      23125.683      19921.842      18081.183      16002.729      14796.016      12877.997      10870.533      9071.2173      7268.8552      6061.7041      4650.0545      3669.8925      3030.0351      2265.1235      1597.9394      1177.9131      895.98802      668.21366      550.59726       1748.581      1361.9413      1010.5031      1110.4203      822.89468      954.93918       822.9986      644.64644       444.5413      321.03361      255.66557       187.3151      162.80751      174.75915      122.87772      86.686903      61.297781       59.60608      49.030014      41.330536 
4            NO_ID   0.8047340992    510.8644994    2.439411105   0.5459701864   0.1100366297    6.976449131    26.50861689  0.04073415973   0.5454027604   0.2512681106   0.2160742083   0.1886440382   0.2364420968   0.6200556844    1.069904506  1.5512251e+10     7497974900     3778454800     1939006500     1035461600      569286770      341711160      208708300      127014600       82173295       51671291       33934834       22709664       15658852       11244065      7978274.5      5936161.5      4161425.8      2854761.7      2073628.6      531976820      257265860      124227760       75400657       51509810       28173105       17782039       12507241      7655247.5        5626337      3935323.4      2761547.2      2167771.8      1713077.5      1005326.9      716882.68      412451.16      342861.55      308645.78      198539.73      25431.655      20920.652      17479.042       15695.49      13595.353      11728.699      10774.145      8444.1454      6657.5674      5159.0836      4100.3401      3071.9853      2426.1812       1907.202      1368.9868      1054.8425       714.3115      509.40283      387.04645      290.18983       2250.633      1380.3126      954.77805      715.36951      764.97769      674.53121        474.528      357.42573      297.02794      213.99679      239.00057      151.98945      119.04823      109.02155      68.796962      64.128314      47.581207       32.86178      26.417581      19.550231 
5            NO_ID   0.8415766096    484.5368862    2.137148432   0.4857338473  0.09873888608    7.367693844    28.10410173  0.04446341681   0.4448120956   0.2337309288   0.1906333792    0.209094552    0.243309859   0.5796377824   0.2253930157  1.1719536e+10     6506306200     3673944400     2125325800     1293160700      774642710      474863370      306824800      195062540      122827590       82383039       55828724       40831994       31087415       21910809       16073458       12351254      9425303.7      7041972.3      5148772.1      439598350      297908580      179696250       89021471       55807233       30816382       25524010       16832197      9997545.3      7608598.8      5606162.6      3485723.5        3182418      2379407.6      1847982.5      1444766.4      1159359.1      895619.22       598271.8      425520.01      19664.051      18435.594      16079.611      14816.865      12400.459      10673.524      9200.2094      7558.6572      6621.9315      5881.4139      4798.3905      3964.3368      3118.0783      2423.8161      1876.8726      1445.9584      1176.0906      884.63294      684.12908      575.85126        1751.76      1578.5275      1193.9148      1105.8089      747.09838      604.19313      526.89926      305.68868      334.96588      364.03553      237.87344      201.59152      168.50865      157.81792      119.56821      110.25867      100.08885      71.388703      60.689125      50.194097 
6            NO_ID   0.8258061391    500.2602186    2.150809614   0.5056143867   0.1005967017    9.636217059    29.37437246  0.05052748918   0.5390082506   0.2215900829   0.1945483022   0.2101548894   0.1859571479   0.6415780923   0.7616071595  1.4044076e+10     7882279800     4285465600     2449497500     1407771300      826221350      492407260      297549690      193527670      130505290       92190501       66674891       44894580       28493692       20795221       14702440       11194350      7741248.7      6017373.4        4320832      419592080      258817780      186368460      122228970       75053430       42003564       32077055       18535011       12463452      8754488.7      6730691.3      4956086.4      2986158.8      2008694.9      1332093.2      1060068.9      773929.25      610182.82      512873.51      405055.15      29032.996      24810.722      22095.268      19325.766      16713.803      14347.745      12330.106      9809.0855      7923.3897      6738.0505      5264.5943      4367.6218      3287.5357       2475.818      1864.8678      1373.3546      1095.9254      936.55697      752.62013      563.75316      3279.2018      2653.6637       1908.807      1465.2029      1168.4039      1012.6506      694.81773      626.30258      488.77378      334.12984      284.24647      214.67761      172.77697      139.86544      105.44195      91.159511       79.01834      61.008839      47.813006      42.987639 
7            NO_ID   0.7578370519    494.6926208    2.265036665   0.5848679873   0.1278696834    7.028796015    28.44450224  0.04356234667   0.5253729005   0.2001846584   0.1670034098   0.1827516201   0.1723688335   0.5882698769   0.1992049709  1.8221966e+10     9466704900     5311244100     3118205700     1768199200      994527610      577084890      390427990      235354490      163252890      105152530       69428455       47010321       32224876       23534153       16633610       12274966      9036755.1      6493494.3      4502482.5      598173450      214652050      178494290      128323190       68145469       45962752       26206540       16674766       12085600        6414931      4814855.6        3869508      2430540.3      1869035.1      1517889.8      1094935.2      942335.36      621313.73      440559.44      461701.95      34408.619      29232.954      27520.549      22406.909      19915.373      18178.123      14914.314      12245.818      9894.3553       7718.507      6099.0504      4551.5251      3747.1818       2885.915       2194.354      1673.1133      1351.4421      967.82189      733.95219      538.35884      3712.5762      2571.0765      2299.7645      1614.9034      1306.5221      1255.4882      1045.3951      652.80748       465.1164      361.48548      282.99644      216.92714      161.19359        135.778      94.719276      86.984746      77.314697      57.454979      47.368962      39.603923 
8            NO_ID    0.750573269    483.6569467    2.305330802   0.4270164281   0.1082460913    7.166774372    30.79292012  0.04250870566   0.4795490431   0.2186598683   0.2097655084   0.1967208312   0.1621350352   0.6000994637   0.4349045298  1.9431442e+10  1.0303412e+10     5891897400     3195184700     1894445100     1027854200      621685740      380710060      245603160      154898640      100986570       69838537       50529936       33116472       22072881       16196472       12403289        9204670      7382034.1      5159628.4      536165260      283959510      205696530       96100058       33638087       31374675       18452039       16428369       13917541      7397735.7        6118745      4103470.9      3179370.6        2330565      1107788.9       802489.1      757505.11      726321.43      841067.16      522975.42      31591.431      26651.297      23211.335      21823.367      21394.983      18263.101      14702.032      12387.437      10026.272      7713.3584      6429.9615      4958.4832      3715.6135      2800.4537       2104.012      1620.4888      1278.5524      967.00019      784.99577      591.57112      2559.2771      1829.5887      1048.5462      1156.8106      1235.6722      1063.5631      833.93925       718.0852      431.95523      334.86151      331.24809      243.53057      158.96502      126.29816      105.96891      101.56811      59.864706         61.133      56.259522      44.046427 
9            NO_ID   0.8030977557    550.7933896    2.084796676   0.6137293515  0.09512432405    9.465511391     30.9087833  0.04327916972   0.5640897544   0.2270139069   0.1877336681   0.1722511694   0.2036576876   0.6500557815   0.7944881141  1.5157983e+10     8378988200     4710311200     2838163600     1668322100      980863640      575598930      373981640      239983890      162085160      113243970       77384543       50426751       34440654       25809871       18858887       13334906       10196531        7912574      5827851.8      595584530      308490650      135133190       97508326       68342605       45037847       25151980       21182177       16720514      9393723.3      4872149.5        4627979        3634215      2466725.8      1777441.1      1292060.6      896050.61      707109.93      574032.63       426274.3      27494.869      22665.765      21260.814       19764.62      16954.536      15487.199      12940.938      10972.012      8971.9553      7162.9776      5837.0983      4668.2018      3713.6701      3062.2293       2401.921      1759.4021      1359.5472      1053.4389      821.15303      606.98291      1832.0882      1206.6469      1050.0782      987.91049       855.1748      882.32122      802.06502      708.31327      509.91825      387.47149       376.6245      262.39196      221.61163      200.30573      152.33527      115.11873      81.880066      71.723127       64.28193      43.231489 
10           NO_ID   0.8069410124    488.6106881    2.116347409   0.6222191957   0.1049473978    9.585658949      31.846805  0.04501894932   0.5407135512   0.2673256496   0.2043330789   0.2345731661   0.1761979962   0.5925371645   0.1286583451  1.4187866e+10     7982147700     4705334000     2719994700     1652279200     1012857400      646448010      415590170      267708170      181360560      118048740       80933553       56729441       37442388       25705855       18990805       13676434       10545843      7594505.5      5664300.1      564594980      355128300      169307080       90320524       60275695       39825717       26432665       21976057       13321827      9967076.5      7075958.6      4500902.7      3887565.7      2414933.7      1856956.6      1411666.3      957779.82      699542.11      552243.96      443975.85       24544.22      21702.136       22284.37      20406.431      17574.388       15840.63      12856.364      11145.191      9255.6069      7234.7225      5855.7572      4498.8791      3541.4299      2756.4034      2069.1586      1664.8467      1264.0795      1032.1913      783.10328      555.13134      2260.4343       1413.733      2189.0238       1646.829      1111.5008      1102.2136      767.79481      469.69509      451.88409      321.53102      249.05019      183.37438      150.54779       127.9742      123.34721      93.347948      82.295129      63.886395      61.672854      43.333567 
