type,rPos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
maxNradialErr,237.6,602878370,387017420,641700350,531976820,439598350,419592080,598173450,536165260,595584530,564594980,1051798200,659287760,398538820,546574700,1051079100,534494570,766399610,485315650,655087800,544318130,680942380,622318770,1108279800,443580890,792872730,1256173100,489162090,632386690,669808300,554987560,526555150,409600590,667584540,938193080,1589256000,587172480,502533950,637394100,558623140,569766410,1168400200,359149310,675414910,550101330,394853670,780610700,746765190,448597740,695832720,647393210,700606720,433104270,890102850,493472320,538237290,471712500,694365360,346228510,270967030,452703020,388969760,558443920,592837250,486967980,480398370,480329930,484141050,488557810,772985540,720106020,781161970,632379990,560630920,4426828000,506169370,648967140,548496080,666037390,537629610,801627360,8435107900,631471520,676857730,595150100,1626651600,607217580,789275980,2139805000,422436850,588528700,427641990,840273770,532076430,736644220,708791970,598589200,459543240,638827000,393742110,449994760,596813390,503347690,668722640,703348050,613505310,480615810,649450230,551140310,326971740,537887840,590426870,447307680,549262570,450303380,399730510,688119380,613723400,559202530,865731050,564622980,573660600,1093138400,854326850,1174929200,654145090,629669210,553837960,559536840,495680880,508923590,433233210,805051750,641674980,539501520,514093140,350329280,709566430,628678310,750951170,465944940,423823700,345586830,901711220,697372610,445565060,724280370,447075060,1107700300,808948660,682362730,584359730,441846990,758977840,462554050,543078840,401606790,623418180,462097680,656206570,446488260,921490240,489311250,726130760,506184950,484868010,579077420,481567050,542881320,538807390,557104690,627129260,894789770,427989050,667855670,684343190,827265390,547723150,660945160,777136360,553737240,518873660,668087770,868459290,576818470,419514360,336190050,557912090,442308090,520812440,689475210,732554680,434510340,692985440,498441780,880163250,447630850,707857710,308894050,1021429500,523644780,582884140,946555950,723147900,592665770,698916290,1247052100,524570080,558333680,672508340,685902620,511178950,578393080,462152410,560587440,1030083200,556260570,648363610,719499640,494621230,616231680,373456400,911237740,599338310,630164550,1450283900,704474650,581818650,832247920,709094590,796146500,890507910,624987580,577675870,930803250,526275560,881225160,701985450,759291360,821039360,654111820
maxNradialErr,240.8,378083250,273486480,353237850,257265860,297908580,258817780,214652050,283959510,308490650,355128300,609077510,367432100,275930170,235523380,559428650,322356110,421695200,282686630,426827450,260838380,394457250,306939720,599096470,240669460,395031640,772099620,257722850,409911780,541187830,363213260,344817820,243101130,362553530,434907540,443178950,340187740,387203800,302728360,333496420,388514320,561420840,284360320,328685480,344529290,223367040,273972570,517253440,228926310,342912520,333675500,331255710,247441680,567865910,239080230,375841280,328556280,248576490,281729400,209292830,262078120,230353000,389490940,363165400,245065670,309943090,318779790,274063030,269375990,472910000,398176460,301492500,359877080,313370980,1251722900,343952820,382911080,278784520,463485800,301647520,470914810,1583921000,289825060,356498000,298680130,355938130,334468960,430695120,912883610,222762430,330147840,241202460,465046840,370123070,515586570,332032630,298654940,284610490,401779290,181209960,237598570,356850060,277187630,423600610,327726130,405520660,289447520,369484190,440954580,210572010,326697960,244521290,239964100,286237960,195021130,194319840,379266550,342177750,384566350,633042100,331429190,321461530,637188260,415251400,462931060,343731600,293756190,407656770,278708000,274274690,268156370,246770220,450355040,318925240,281910690,258402170,171496520,417274700,333228340,464126860,334957080,270678580,283722110,478965430,385345670,274119150,468446930,279680100,510054780,454479350,427396310,371023620,240002580,444710610,315045250,342922490,218796550,385415040,350043530,448416510,205235150,453576000,274672130,290439170,303870770,341631480,328286130,257695000,263960260,275257540,435382970,414116350,445083190,312143510,292746450,380264370,566783860,370600010,422500410,350923630,345453170,323105000,305114730,435689290,415306590,278287420,181058950,338228340,267673420,310859960,392636200,414767290,267839330,358496280,397598070,435750930,326375670,478574640,240837730,568260820,279218020,249581510,543579590,347434260,320672050,364616970,690692020,301600820,352407770,423014700,387623850,263835600,268355990,281993360,343767720,617789770,274121440,336140230,361519880,292838360,441486520,215601250,566202880,375747650,287875050,449775970,327033140,340780670,419757600,355003420,397717760,531215490,353518000,357539230,523888240,277510340,515340520,511869820,462737690,384419830,280959470
maxNradialErr,244,242259500,127717980,183733470,124227760,179696250,186368460,178494290,205696530,135133190,169307080,316518600,210345120,198753030,136958420,297881630,148829040,218498180,186927070,239296290,160671470,189505610,210075100,452656440,139861750,210111860,370906160,152576990,217700450,352860210,265082060,193152110,140235340,183203540,334242660,204795530,199106040,218191280,204267290,248792250,198442700,319921060,182306530,174085920,195764960,146859960,142110840,319550960,180042910,183170010,168233310,222601570,122784640,323226740,193918210,162168720,189501820,164704180,183339320,128777500,166207290,128381970,212842150,220719260,159647970,167925200,162562350,181950840,194912020,258937640,223024860,177615760,201882030,121257360,482184060,173251140,262514550,188197100,303449140,160273090,267020470,738654360,133109850,220150340,201651330,151509810,217393580,212134970,388801130,116300540,218438360,135984390,273104560,254656160,335267310,157647620,137674730,148126190,270353740,110729310,106486640,183861800,186068240,267690540,167469770,255367150,144847140,232425330,209411590,132325180,144255590,151126440,124983410,158627730,120072550,139696700,245199990,226413920,229442730,435402390,202774060,241894770,381338190,245047150,257264560,221586580,142620250,225948470,190505120,185793570,132087560,143598550,298952060,248838200,203521980,157760510,128957190,303989800,159651180,227672600,222451630,168213780,141405270,250794110,218182280,173879670,226341610,147700880,253110000,230845850,297763320,193818810,184588780,232061670,175818230,169881970,162556410,211202340,203083610,249005420,160802520,263793730,176388010,163624250,148624580,240215820,203154410,219686420,145546450,163993320,263241180,283925590,209325930,209482680,163625680,197705650,334185010,250493290,283450030,240363270,218128360,205710110,193258740,267903480,165083260,140036480,138784490,204372300,131039340,176135160,194036600,184097280,173650720,219833100,208102910,247029650,176583960,260178580,166450840,428582280,159504280,161806470,287463050,211952170,169911860,233036930,395635740,189753520,197357610,276670910,224399810,164461810,145528580,163303140,251747350,408433940,141094340,236737660,186829250,181210150,246974190,94841592,322752510,193007420,222012460,251976710,159179800,222369050,315189260,242118420,212783110,254657940,188317440,171171870,243453940,138642820,200577570,183841490,185822060,169305770,146213840
maxNradialErr,247.2,134032580,80636535,112727640,75400657,89021471,122228970,128323190,96100058,97508326,90320524,175761470,132022860,95169327,107564150,184263620,79096079,105431130,100462570,130125920,91438756,107489660,95140093,184444620,82081994,99006411,189274400,73914727,118244850,210997850,142087570,112416290,92889419,154190800,194703400,139432160,121128620,118281130,140537030,169257150,105747470,146385780,100916000,94829369,139145040,131426480,85245809,154508440,100843450,93754125,99526642,132664940,67057502,163043280,90532808,94205662,130461200,95524508,103333500,65877240,119665420,63760809,134687340,145665360,87091575,95827051,109636300,111303940,103185040,157140240,142217390,109659060,110243360,125211400,198860700,89373157,126074040,90760332,188173610,85944782,157628710,404188500,105722930,100854970,89914978,77092573,106984960,171120820,196819990,68116881,128181980,88846280,159404920,169175400,238827210,93970607,66684753,88129060,127922750,72559343,54119579,115659580,84077992,124967720,96279865,133145110,113525190,151034120,104046080,93141520,86321292,88311561,64476151,114593130,82234228,63844531,133868850,158276800,132547160,250961730,96814216,118493890,255970880,172384760,137528310,133273080,73110946,131061940,91467215,87531836,63528331,85825743,171993100,140658490,146903020,106918780,101886420,146557760,103560510,131891750,126755270,119657040,74820127,141124850,110629970,114688410,148458780,87220423,129908540,123297290,154502830,77914679,104519590,158569600,86619219,106600710,84004426,129602850,133840790,171878200,83473139,181646530,114653410,106605820,81782251,177072460,109929620,109397750,80635764,90294731,138436880,147058130,122781810,139461840,96917444,99565754,193020230,130720920,167237520,143971470,153651420,121893850,104907560,154118250,107160950,83314302,107363890,103398930,84242610,109255190,106567320,148152960,115396380,130608830,113519700,130804620,93005902,154714570,100118200,228870950,80741208,98848259,142385580,127597530,102655090,138651860,210905880,149079260,129254150,175309600,126051190,91125791,94281634,86343142,137039620,172303880,77874017,115186220,94625290,103449850,169036820,60556517,180234920,106472450,147181170,131960970,86711064,124313060,187842830,126839170,134665170,125489080,90352001,107722410,126636670,88764932,93878982,114298690,113700610,112683480,108738700
maxNradialErr,250.4,88610995,45840443,63912265,51509810,55807233,75053430,68145469,33638087,68342605,60275695,102143730,72810865,55679909,58490903,99808833,47859255,66435128,53261861,85347841,61086286,63015228,72651460,92478034,62454542,59098651,94368129,41405204,73367027,132159710,74267123,67788203,56551026,96765551,120599780,79724304,69632718,65360115,60191652,83550779,59877638,88280609,50488019,48645727,94606764,68754612,42172526,98575728,47809385,46534773,61642466,66101537,36331254,94324958,62481849,45007998,80098897,59292493,58283972,40393921,63989848,39132675,80882299,95650450,53866816,52554227,68656123,56222757,74187397,85921001,85441858,52886017,63615915,84978977,95821562,53448335,58891839,59099687,119967650,91404011,104781560,209345480,80736885,72485227,62176758,54075300,53406317,92144554,110871390,31564822,66490082,62323727,88618649,81545677,144148140,51215528,43845292,43510948,84550801,57712880,35980906,55161740,49617692,56593118,54195705,76158782,81940698,73946610,78033898,55047303,44713916,38459943,36651430,69266079,43262110,34414481,72613753,101421780,61126110,187606990,51295327,68472631,135655310,111906520,80314946,63207856,47230689,61980847,53649178,40920993,38709566,55000083,94346908,104059900,92126265,63391876,86494770,93831974,56829760,70783269,67094272,73447091,46752049,55618580,72973329,67241620,89159960,61044016,66328595,75476020,98898685,52885121,52629887,85031484,62936642,50336636,59530456,72513657,100250020,111492420,37268489,85998277,64412883,70889406,69150059,112879400,59599666,51398520,55018498,50074175,69167839,80743880,67374891,89998248,42165007,57816147,111139730,84838853,92468406,67293410,66270508,58935965,73317592,81050089,49710241,53391980,60738068,61423875,43146338,65018996,54199369,81020648,62495640,77376734,57383187,80608294,48443630,90391226,66078305,142638260,53776034,60603440,75812658,57881072,64639809,84527270,122429760,99241993,68579044,119249680,65218358,49378075,55538513,40446295,69652142,117680130,48167646,47549754,77663215,55482005,90501376,43329599,103641720,76601737,65161354,74746635,46026547,58585400,110205210,86795921,67412759,80639240,52920775,53737888,66184697,53407054,69131874,62830278,71329562,74990641,57281349
maxNradialErr,253.6,46298259,27769808,38422330,28173105,30816382,42003564,45962752,31374675,45037847,39825717,77182918,43331708,36711907,33856478,60697149,36015687,38998973,32312500,67140281,34841263,27562839,57032742,78843838,40352828,36257999,58502680,31855274,42075789,87910412,40571166,40081082,27131684,84479535,78906149,42321446,56845630,34984710,35747873,54326409,34881910,67087794,39543107,22687868,47699883,40100595,26487205,46846497,29783391,25230732,39169197,38179385,25232402,62352201,40355546,27014069,53116324,35419342,30571866,33752794,42591774,25019420,51721338,57873661,37524875,24162522,39696969,30720195,43704972,55289581,54893250,37228922,39676774,59809365,43156687,33704267,39741814,32139184,73917656,47876133,63956943,116832800,51658701,50222598,35737924,41480856,33346809,54615473,72128353,20579848,41241118,43154783,49585783,53984248,94405553,33175399,35728920,28985928,50676299,41187087,18956320,34864407,28805322,43245724,42653199,42317325,62826807,52255034,51315626,35189485,31044493,20802821,24295572,39830975,27132368,27683828,56527010,72592530,31916373,129526120,35842245,52477560,93765887,67171472,37770490,40171940,30349881,37544661,37577162,25409896,23307726,37818993,56382261,64569577,58718576,34736689,51004296,46222862,47330923,41219278,43415002,44788193,24919685,40960962,31924039,32121503,60173795,40778036,36540581,49830754,53424975,34200284,33409313,59378193,36339251,32592707,33021533,46253847,64562385,89783462,34562674,67295430,38102335,47229313,44096680,63411044,33034719,40931033,28866660,39743862,46366614,50076586,40971694,67875766,32129927,30573787,62258199,64614776,61528429,43611376,44766293,45722685,32404502,37773141,25688263,33879662,36126653,43676413,21523565,42590941,27853847,46174532,50856461,36840319,30032929,56124555,36769105,62420083,39421451,91302970,34736087,48133079,47271146,37630482,36528468,55731822,58133761,67640665,38176131,64321418,35763652,28701855,31890486,24206253,73754504,78441113,34007624,29491195,41606403,35360241,67929015,23014287,67774108,48735032,40432372,43696442,25970523,60685791,72333912,43073294,37445185,44050677,36457018,36911546,51989996,29985757,38457942,51382642,43861405,42212963,38958710
maxNradialErr,256.8,28136355,20368606,27484251,17782039,25524010,32077055,26206540,18452039,25151980,26432665,52059680,32311650,26006341,23714399,32225707,30714369,23184375,19866337,37852367,21721947,15907303,41535341,56076240,25702508,22278835,38922883,18383445,24763953,50579243,23879807,30711011,26220633,39605387,36874309,26958167,33154900,24640552,24573424,24569616,24840952,38358407,29537508,18235127,35014281,28670923,16987505,37502159,16797565,16103910,21756884,16059750,16488428,33857046,24140548,16459091,34888789,20685122,15081825,21136280,30248702,14848109,23015994,28047283,22463834,16090006,22786794,25466838,34111771,31844770,35640346,24559556,26306751,38870668,23519521,19441516,25485131,22288562,40487649,37094469,32674623,64961779,41637945,30578144,23674689,24800227,18827849,35245152,49623300,15429018,38376666,27267609,27728000,40431346,59086915,14433282,19332467,19773619,30031630,23477883,12419725,18572093,21434950,24182590,29316338,33537903,35164352,36690173,32440050,17192471,19792028,12762626,14775810,21977437,22977853,15203865,41132670,40294199,23423676,59552096,24074379,34072706,65274663,42744771,26944983,31752904,16961500,34502871,24165326,19097783,16878973,24902148,33953665,38383659,41103661,29870939,24844121,28211150,22233214,26478586,22083155,30805933,17536992,26066268,25359129,29170020,38656988,20129145,25066295,37224803,31977615,35418308,28353127,44560203,18727488,23038132,21714858,26286285,38042241,44826701,17549845,50201986,25387801,26767058,22140621,46824307,18729701,24766588,18853534,25350184,32228887,31316929,19330417,40763995,23231003,13683876,50333006,37951671,31657431,27647897,31022530,34583063,19840428,30730762,19833503,18953191,21740998,39828765,13899963,19945128,22705065,25277204,31466247,24912106,20652046,40377727,26652627,30654111,31132038,57926802,22115554,34485555,24825463,26959668,22058779,30434806,34221102,41715398,19179621,45848821,24674653,20769788,19866972,14433631,43136065,45475800,14426633,20146064,25993201,25361058,48294163,16212876,45912306,33640254,32249932,29589421,17337227,42584668,50057994,39585826,32200356,28734333,25919408,23909211,30895880,18246079,25638810,34989586,28389526,31166956,21029256
maxNradialErr,260,18051917,13307021,14878078,12507241,16832197,18535011,16674766,16428369,21182177,21976057,26740683,24449264,15735984,15784613,22629014,25192837,11556763,14120546,27503101,12936245,11093249,24409924,33259063,15611671,12951069,24240178,9949293.5,10697836,25221160,22390031,19100468,17431806,32714829,24920212,19072806,18400707,15317537,19252158,15809384,17989325,19226777,19809881,14752020,20541955,19426543,12513707,28745767,15927436,8736476.7,12735321,13207500,12108394,25742903,15283968,8657500,23655196,13177753,12326363,9443680.4,19193983,8494742.3,16874262,18110003,17433160,10812389,12788181,17583751,21849092,19498334,27428236,17958198,15406013,23457677,12908636,13918191,14931074,15680926,31436505,22020062,20277495,33149149,26141592,22298759,13537288,16474487,15126337,28680208,30904563,8494676.5,16268060,18199886,16080824,21466925,33119599,11281812,11125450,11274828,26515332,12383476,8055489.9,11358534,14134565,14989544,17382706,12605685,22441788,21278499,20038472,8103460.3,13385719,9804246.5,10303440,15250767,9476671.6,8825238.4,25270234,27064418,14232143,41523746,12976581,23802248,55122170,25818464,16418353,18876465,10023686,16172943,13652976,12995067,8940988.7,12526689,21138262,24049459,24997274,21340639,18804458,13859705,15725672,17141293,14277605,18445114,11064595,17507546,17633598,16848279,29033603,13032959,16642039,20638758,17988030,20016797,17408646,22154112,11485758,12873709,12661103,17865114,22219860,27163486,12605423,35756612,16435362,17607380,13972938,34331091,13292955,16695348,9357199.9,15532458,27413080,21000841,12379118,27677865,13332552,10936583,38537907,20626539,17347658,16045000,17157622,26249293,13841765,18163533,11741189,12326605,12646763,21895647,11338593,15802774,14310503,18319316,24168391,12427325,16212394,16751056,18204645,27998233,16969661,37992241,14489835,19236478,17238285,11547506,18274204,19085590,21795994,31106693,13238441,33143324,15559690,12047896,11248741,11146335,31038470,27232556,9897562.4,13412597,17091482,13064857,24145796,10917544,26658391,18659779,20123432,17927008,12380845,24245574,28704516,30022504,20982446,19742717,19337239,13591993,19642469,11963393,17945741,20064237,18190862,20189160,11619060
maxNradialErr,263.2,11792041,9014849.5,12186003,7655247.5,9997545.3,12463452,12085600,13917541,16720514,13321827,22658702,16823962,10873350,10686712,16928818,15426103,11292173,9765511.2,19792646,9611453.1,6315035,15820890,24503623,7859517.5,10162597,15511246,7478229.9,6833269.3,23100822,13335112,11290457,11230424,24824354,15961884,12627433,12006485,14044966,12366599,14255222,9704204.8,12085593,10595210,7841558,9882415,13249463,7115313.1,19823228,11558759,6796826.3,6077002.1,7578145.6,9457915.1,14133828,8806462.2,5885728.4,18668348,10340257,8882547.5,7190016.2,13153180,6972264.3,10935076,12258573,10493736,6879681.8,10715419,12070440,14556247,14536237,18081686,9396529.6,9965084.2,20273661,6867560.3,12330711,12297951,7299300.4,21076878,13802485,18086190,13145853,20340447,11382494,9595391.9,8765798.5,12622916,15538375,23055261,7227347.5,11594679,11327370,15435847,14965581,25961883,7438787.4,8957673.5,4910423,19087063,10433076,6737218.5,8626516.5,9173420.8,11587228,10186557,12081355,13971990,12933271,18837208,7684023.8,9386346.4,5190013,6897837.7,11949013,5414039.8,7087826.8,13424239,17812646,11505162,37729015,8604993.1,18503693,40091944,22283300,13781833,13402174,9307724,12494773,6524202.1,6779398,5233118.5,11221675,16273839,13345908,16423407,16515600,12440463,9445232.1,10038966,8618407,11225525,10759897,7177618,10156629,13658211,12252888,19191964,8012125.9,8886928.1,11748149,12433063,13526674,8091550.3,15334833,7513524.7,9999516.2,8584859,9170196.1,12964292,19699391,7580510.5,24834575,11583696,9853403.6,10076858,18530257,9616174.3,9763250.2,7260737.5,11105404,13808999,13201452,8391416.6,15387417,10121545,7969037.1,28783995,18603415,13631685,9704450.4,10241762,15124950,9896470.6,10786144,8066576.2,9690124.1,9940736.2,16596769,6798946.2,7389898.2,7420988.4,15938393,14411702,9149202.2,9998447.5,12661777,12446840,19330431,10751159,25422558,8291186,11628897,9602857.7,7593760.9,13700409,13934461,17917236,22395467,8134257,20541973,11729506,7110294,6541988.5,6154222.1,22549866,23604134,8034409.3,9519045.7,12162006,11912917,14759160,6700008.1,17800456,14951816,13956911,12690028,10689411,19559865,24430782,17290542,12387174,14999663,13448564,10237828,14207541,7040291.6,11818607,14377245,9984319.9,11481769,11365845
maxNradialErr,266.4,8224965,6611464.9,7487873.6,5626337,7608598.8,8754488.7,6414931,7397735.7,9393723.3,9967076.5,12418109,10385025,8454874.2,8569014.6,12696762,8094674.8,8257885.2,6324868.2,14324582,6761738,4514236.6,10794536,16952243,6176600.9,6509985,9862072.9,5622710.5,5899572.6,15350473,8909165.3,7213521.9,8336063.9,14827166,16306642,9923858.6,8558297.1,9114631.3,7676214.7,11638715,7283328.3,8405917.8,7878294.4,5144927.3,8036028.4,9920946.9,6496339.7,13486694,9202343,4643948.9,5273745.4,4450088.8,4852236.8,8814944.5,6111217.3,3573430.5,12697704,6970123.3,6476883.7,5723469.9,9250456.9,5195800.4,9042408.2,10251215,7843065,5779734,7101990,10045381,8086900.8,7330727.6,12151239,6544499.5,9261199.9,13091259,3836594,6122136.7,7034020,4631385.3,17042143,9397237.4,11244127,9692594.3,14198660,6642976.1,6322099.2,6967399,7457491.7,8987678.6,14871908,4441227.1,10548047,8530534.4,6932337.7,8521572.4,18858636,4577650.7,5430715.8,5551932.7,12882323,6602951.1,3743756.3,6037377,5907462.5,7368505.2,9050064.8,7082423.5,11873749,11631311,13284926,4112515.2,6831111,4451430.8,5267910.9,6914333.3,3711414.5,5105928.1,7206403.6,12938359,8160632.4,31162366,7394193.2,13477938,23743478,13904750,7796330.1,10858232,7275823.7,11566366,6064954.4,5190974.6,4834652.9,6927679,11772933,10333710,11667342,10701399,9299147.1,7137561.6,7766170,5140832.7,7572042.3,8558906.5,6060241.5,5710819.3,10328638,6920169.1,14300316,7422968.4,7173297.7,7955547.9,10220384,8066809.4,7260362.8,11973866,5118150.5,5769885.4,5001619.4,6612164.6,10587321,12367653,6065332.1,15747241,7731239.1,6253787.4,6554704.8,15635591,5967176.9,6806967,5596651.5,5602418.2,11159311,7879302.7,5189378.7,10601052,4528019.1,5233129,16863892,12784287,7578358.4,6246311.8,9319443.2,6894276.3,6124165.8,7471055.7,5977119.7,7187181.2,5240172.9,15299045,5630432.3,6045944.6,6068643.6,11338646,12484679,6928762.3,7001350.8,8838286,6463183,15565464,8726750.6,17953544,4854445.1,9631058.2,5313870.5,4750681.3,6314108,10932008,12328966,15547464,5871597,12820258,6570548.9,4570295.8,4519737.1,4208515.2,12805687,16816093,5396132.5,6394419,7163664.1,5951647.1,11561159,4149381.5,10997536,10944387,8956122.1,7540922.6,6509892.7,12509804,17707795,16708581,9779943.6,9626047.2,7534074.2,6615809.6,9425861.7,4582006.8,8806552.6,8325803.4,7178370,7177511.4,7745236.7
maxNradialErr,269.6,5657957.2,4240307.2,4076412.7,3935323.4,5606162.6,6730691.3,4814855.6,6118745,4872149.5,7075958.6,9938635.8,7629164.1,5484907,5929374.8,8089758.1,6901923.9,5213826.8,4885895.2,8148171.1,3057894.9,3494286.1,7177727.1,11914683,3784473.5,3681111.4,8819850.5,4025565.8,5124406.4,11083413,5294828.5,5334525.5,6022455.1,10603995,11533382,5212603.7,4801282.9,4617440,4825839.6,5842241.1,3025662.5,6686874.8,5342841.4,3373041.8,5721191.5,6828876.9,3230333,9022894.3,5068298.8,2912765.5,5437644.7,3184961.3,3139039.8,5445744.4,4445997.3,2804832.3,7896158.4,4657489,4714792,5841690.6,6396399.4,3069149.8,6346417.5,5977550.5,7163153.2,4196606.7,5967750.8,6577325.3,5425699.9,5486185.5,9210349,4371616.2,5488912.5,9229854.4,2709612.8,4240630.2,4482496.7,3575437.4,13100524,6582492.3,8554847.5,9223384.7,8601430.1,4066541.8,4176123.1,6003649.6,5250686.1,6372841.5,10681563,3018086,7633923.3,6649698.3,6657368.6,6205547.9,12074327,3454353.7,4011776.1,3952692.4,8189737.8,5086495.7,2169060.2,3112498.2,3904876.5,3266990.5,6120759.7,6157908.6,7544507.8,8276933.5,9676622.1,3111442.7,4198065,3187793.1,3626819.2,4388363.6,3146496.8,3892064.4,4544438.7,9919761.5,5197654.4,19725653,4639303.7,9145700.1,13488175,8896265.1,6114478.2,6148857.9,4223055.9,6871969.8,3739313,3371440.3,3255230.8,5137777,9808541.6,6845822.9,7635665.9,6731682.8,5095852.4,5037460.5,5842929.8,4840011.6,5810868,5656935.1,4943248.5,4980309.4,6770154.1,4458606.1,7580356.9,5044234.8,3704804.8,5795490.1,5503872.2,4871651.3,3902956.3,7917317,4548783.2,4023926.5,3213645.5,3575395.6,9340397.6,5932254.7,4460602.3,9018651.8,5624827.8,5658837.3,4052773.3,11116336,4899957.4,4024260.7,2758466.8,4366781.9,7067073.1,4623729.1,3769297.3,7618886,3952137,3710173.1,10131981,8962670.4,9388944.6,5557672.5,6441403.6,5659665.5,3427925.6,5528938.7,3526280.9,5468262.9,3789270.2,10326340,2918381.5,3468103.5,3413178.6,7707812,8530252.7,3776188.9,3482507.8,7399928.7,4051039,11102723,5946660.1,12919979,2531767.6,6804600,3671489.6,3149915,4758409,6986759.2,8630642.1,9563841,4956923.1,14329359,4397337.5,3043025.1,3753289.2,3252209.3,9048321.7,12524397,2931145.7,4386539.3,5389626.6,3733742.8,5842463.9,2532973.1,6978107.2,6912357.3,5093834.4,5833868,2962330,6064125.1,13652422,11220821,7227880.1,6248215,5869871.8,4755374.4,5617304.2,3503019,5698117.1,4986047.9,5059573.4,4893348.9,4903686.7
maxNradialErr,272.8,5275938.2,3400844.4,3077425.8,2761547.2,3485723.5,4956086.4,3869508,4103470.9,4627979,4500902.7,6022300.8,4917355.7,4521174.1,3372757.6,5099279.1,4580143.6,3635267.2,4893382.5,4902659.5,1495201.2,2888826.6,6513939.9,9000555.2,2681738.4,2616634.3,6820916,2535599.7,3726378.9,7706732.5,3362510.3,2492684.4,3492820.9,7858128.8,10381101,3310758.3,4222005.8,3328152.9,3516018.1,5694237,1874216.5,3949487.9,3302218.5,2229147.5,4105409.2,4134762.3,2849411.7,6696944.7,4092552.6,1446031.2,3312350.3,2529234.9,1947116.3,3476072,3497755,1927615.6,5867421.2,2830178.7,2634809.1,3511567.9,5895722.4,2024685.9,4161686.9,3556557.9,4761517.1,3185067.7,4448683.4,4470183.1,4595970.9,3805665.3,5510825.3,4066635,3907786.1,6641789.7,2019563.3,2604798.7,3765426.3,2291165.9,9186037,4718515.7,3840754.1,6212224,4996989,2924369.1,3401563.3,4030495,3005255.8,4588784.7,7642587.4,2238178,6053722.6,6167588.4,4452999.8,5567634.3,7627264.7,2470156.5,2663489.7,2929904.6,6649417.9,3328756,1275322,3450234.7,2628314.6,2561997,3849623.4,4001527.6,5446326.9,5203210.9,6267126.9,2090660.7,2490236.3,2360149.9,2358586.5,3774816.9,2026001.3,2667703.3,4260226,6195137.4,3247675,13943816,2792972.2,5495721,11379479,6817369.3,4900720.9,5869713.1,2507180.9,5160063,2034572.2,1608930.1,2744753.4,3937469.6,6471201.5,4895989.5,5256168.7,4293077,3425394.6,3468108.8,3688975.2,3285189.7,3957084.2,4033838.2,3739247.5,3294200.8,4934580.3,4173674.7,7459539.6,3420035.6,2678294.8,4115049.9,4220657.9,5803568.9,2651277,7501454.5,3202501.2,3089118.5,2431153.8,3100410.3,5890607.5,4936525.8,3316063.7,6527658.1,4162363.6,3989705.7,2572629.7,6087970.8,3657536.5,3038707.2,1743191.9,3423222.5,6027241.8,3490734.7,2404579.1,6284052.4,2813018.8,2993370.5,7845391.8,6607468.4,5522200.4,4039286.6,3973630,5138630.6,3598314.5,3814334.7,3127262.9,4124828.2,2680233.7,6569907.6,2614989.5,2239047.9,2500601.1,6211250.5,4849123.5,2349636.9,2722229.1,4376244.7,3012553.6,8480403.9,4054344,8859224.4,2406425.4,4480845.6,3232269.7,2703818.9,2234744.6,5165175.9,4335768.9,7872254.9,3843104.7,9613404.2,2821323,3166528.5,2560414.6,2529986.1,7494393.2,10700985,2666289.8,3688545.8,5505473.4,3643863.3,4397548.9,1215497.4,4623524.3,3997929,4979227.1,3530121.5,2481239.6,5219517.3,7759938,7404265.2,4552079.5,5213677.3,3516037.2,2689939.9,4544730.3,2985534.8,3584261.4,3585480,3850704.8,3025310.3,3744789
