%eval_id interface        h2oDens       concDens          concH         linerR           maxN     maxNrelErr   statChkPassN           maxP     maxPrelErr   statChkPassP 
1            NO_ID   0.6733308759    1.976404385   0.4548264374  0.09909934289   2.685492e+10         0.0219              1       44652.47         0.0535              1 
2            NO_ID   0.7194981944    1.976404385   0.4548264374  0.09909934289   2.046839e+10         0.0248              1       42880.59         0.0984              1 
3            NO_ID          0.766    1.976404385   0.4548264374  0.09909934289   1.656445e+10         0.0294              1        28263.1         0.0723              1 
4            NO_ID   0.8125018056    1.976404385   0.4548264374  0.09909934289   1.299653e+10         0.0327              1       24828.01         0.1009              1 
5            NO_ID   0.8586691241    1.976404385   0.4548264374  0.09909934289     9750668000         0.0177              1       25871.53         0.2565              1 
6            NO_ID   0.6733308759    2.108799169   0.4548264374  0.09909934289   2.612816e+10         0.0316              1       43261.51         0.0508              1 
7            NO_ID   0.7194981944    2.108799169   0.4548264374  0.09909934289   2.008557e+10         0.0256              1       33914.63         0.0566              1 
8            NO_ID          0.766    2.108799169   0.4548264374  0.09909934289   1.635105e+10         0.0279              1       31280.34         0.0583              1 
9            NO_ID   0.8125018056    2.108799169   0.4548264374  0.09909934289   1.202954e+10          0.028              1       24555.51         0.0923              1 
10           NO_ID   0.8586691241    2.108799169   0.4548264374  0.09909934289     9291245000         0.0219              2       17944.76         0.0735              1 
11           NO_ID   0.6733308759           2.28   0.4548264374  0.09909934289   2.487128e+10         0.0282              1       44528.59         0.0661              1 
12           NO_ID   0.7194981944           2.28   0.4548264374  0.09909934289   2.106166e+10          0.031              1       39223.68         0.0836              1 
13           NO_ID          0.766           2.28   0.4548264374  0.09909934289   1.447052e+10         0.0276              1       26456.21         0.0495              1 
14           NO_ID   0.8125018056           2.28   0.4548264374  0.09909934289   1.162253e+10         0.0191              1       25613.65          0.126              1 
15           NO_ID   0.8586691241           2.28   0.4548264374  0.09909934289     9082754000         0.0301              1       17785.91         0.0875              1 
16           NO_ID   0.6733308759    2.451200831   0.4548264374  0.09909934289   2.485629e+10         0.0217              1       49850.96         0.0834              1 
17           NO_ID   0.7194981944    2.451200831   0.4548264374  0.09909934289   1.883094e+10          0.026              1       37490.22         0.0517              1 
18           NO_ID          0.766    2.451200831   0.4548264374  0.09909934289   1.450481e+10         0.0287              1        27812.5         0.0379              1 
19           NO_ID   0.8125018056    2.451200831   0.4548264374  0.09909934289   1.118386e+10         0.0199              2       23623.32         0.0732              1 
20           NO_ID   0.8586691241    2.451200831   0.4548264374  0.09909934289     9452313000         0.0217              1       18225.32         0.0771              1 
21           NO_ID   0.6733308759    2.583595615   0.4548264374  0.09909934289   2.379187e+10         0.0245              1       49853.38         0.0439              1 
22           NO_ID   0.7194981944    2.583595615   0.4548264374  0.09909934289   1.865226e+10         0.0235              1       35006.16         0.0637              1 
