type,rPos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
maxPradial,237.6,29422.241,37430.211,24429.737,26139.685,24054.815,27109.622,31888.647,23476.287,22283.218,33385.684,37277.773,27423.983,38600.668,37267.067,44402.551,30589.49,38280.97,20554.566,22042.88,36885.133,24754.471,35601.555,19577.245,31608.727,28578.845,38474.632,32040.165,32363.481,28234.795,24534.729,30487.542,31527.384,36139.302,31725.288,28396.254,23661.722,25990.575,55463.267,32564.961,45047.378,35048.394,33195.61,27808.389,35185.936,23119.988,23567.934,25984.036,26841.45,34902.988,43919.443,23023.791,28122.085,35252.095,39341.86,39159.92,23325.745,27392.1,28733.284,56082.841,23406.171,39026.686,36839.889,28146.717,31806.543,38858.704,26092.522,27151.597,36702.284,27739.308,31846.287,34019.84,24646.429,35776.385,38313.429,30411.587,28517.839,25817.552,24102.281,24508.958,34448.728,32384.67,23863.343,33611.438,31657.704,28941.631,34537.728,36888.985,30478.772,32629.401,29630.422,33804.333,46399.45,34888.208,34058.412,32869.116,28326.463,35390.856,30858.015,40766.115,27062.711,28275.324,20418.88,36321.273,35663.345,40867.801,30938.047,58234.819,40121.613,44932.423,32179.582,33627.155,28963.866,20780.082,40008.254,21310.894,26802,26749.383,47785.116,42010.439,45277.076,24858.339,39870.83,44744.171,24406.09,42620.398,50752.464,32711.313,31419.542,44009.825,33571.244,28358.454,42827.418,36178.313,35708.841,46882.914,37330.261,29170.493,44539.299,43347.742,25584.181,32096.402,35113.203,32799.415,26644.324,34560.98,22627.493,47187.027,32507.219,41302.74,39419.821,27690.976,26560.405,34722.975,35592.316,38248.718,38286.262,39155.196,39470.161,31132.611,33768.258,33629.393,33509.872,42178.054,32592.729,36211.339,27455.723,25701.062,37238.888,38014.277,34811.294,40312.333,29890.429,32486.173,22595.856,48559.628,34960.76,47758.067,24058.806,30114.149,27849.633,20179.27,37196.272,33950.96,40979.549,22700.485,30445.832,39398.885,34483.871,34309.383,31408.766,43348.049,26747.355,30506.627,39028.079,27652.73,25050.215,38381.771,30714.307,27098.331,27975.024,29223.512,30544.466,26289.815,19384.374,27298.268,27913.139,42943.802,29609.61,34830.94,29329.636,30900.115,28581.766,25977.3,43323.239,31786.577,30466.997,50172.926,31700.202,26201.026,26743.989,36598.124,43591.782,31034.927,29403.42,35321.548,31816.403,32407.746,32712.315,30261.865,30369.779,24146.235,28974.453,33655.922,27727.775,31677.408,26534.231,28748.826,32020.626,38575.705,33522.633
maxPradial,240.8,24872.254,30621.632,22640.878,21524.41,19647.412,22010.721,26322.425,22072.086,19956.389,29475.939,32009.829,23093.857,33405.028,33015.22,39851.354,25465.834,33771.251,18798.899,18747.025,30737.292,22118.104,30056.488,16314.029,29046.671,23500.234,27448.408,27920.58,29153.307,23286.261,19458.83,26416.901,25684.367,30285.592,25702.164,23696.472,18314.981,22099.68,49226.827,26086.408,35579.262,28560.687,25725.651,23369.59,29308.284,20009.993,19851.29,22551.96,22034.947,30188.051,38796.889,21939.639,24909.924,29565.749,31291.645,33616.352,19100.063,23511.522,24782.123,44755.132,18728.596,31548.373,31064.642,25807.368,27455.541,31664.788,22994.57,24098.882,32002.796,24240.783,26913.04,28351.274,21594.451,32062.304,33107.203,24460.032,23599.878,23950.192,20418.907,20176.665,28492.614,27910.649,18808.821,26363.95,27179.292,24606.724,28693.86,33497.592,25125.076,24685.345,25756.794,28871.682,37653.398,27778.924,31085.289,25346.887,26686.409,30289.34,25746.913,31518.234,23563.997,25812.338,16958.617,30810.953,28856.334,37188.909,25271.235,41090.975,30613.144,37814.626,26671.941,30283.797,23665.255,18181.134,36458.684,19046.806,22366.754,22957.198,39577.464,37079.689,39324.575,20693.642,33494.99,37128.037,21262.54,38683.857,44016.94,25150.318,30944.141,37292.147,25377.582,25132.903,34502.311,30449.358,29474.428,35133.757,33133.732,24734.751,36552.162,36939.97,21353.145,27588.305,31129.206,28322.821,22548.81,31153.583,19588.107,40307.286,28719.664,36057.42,32509.732,23021.378,21425.245,27539.492,31109.914,29843.2,34390.997,34469.37,33077.095,27948.874,27708.227,28984.245,31804.909,34863.984,27653.063,28019.629,23094.96,20484.657,31181.72,32127.97,32506.556,33947.485,23517.642,24926.163,17422.335,32413.556,26739.66,39613.407,21103.964,25846.453,25016.96,17419.487,34967.04,29441.417,31216.613,18957.222,24692.097,35530.597,25952.37,31742.2,25498.627,37463.14,21929.406,25573.497,33225.013,24631.733,22454.309,31808.83,27058.352,20857.726,21971.606,26162.305,26217.269,22179.51,17074,21928.166,26934.565,36198.366,25381.37,31700.491,25342.478,25594.107,25636.429,23431.096,37077.204,28032.104,26444.424,42350.227,26950.545,22615.191,22028.815,30928.41,36034.214,25697.021,23310.438,33272.43,26665.23,28345.261,29597.175,24655.874,27201.747,22805.102,22025.322,28116.054,24416.434,26026.188,21888.009,22423.444,26073.54,35967.864,29409.895
maxPradial,244,21289.285,25571.189,22486.613,18769.862,18463.602,19985.344,23014.583,18603.556,18635.623,28515.356,29588.752,20892.931,28474.944,30296.192,33714.836,22537.79,30521.494,17069.156,17347.564,27330.771,18789.789,27155.178,14949.454,24116.974,20849.226,25085.732,25326.11,26213.752,21500.179,18027.59,24439.397,24423.979,28298.331,24342.664,20992.351,17563.79,20069.283,44665.847,24538.744,33399.839,24385.183,21085.122,22653.398,28235.096,18227.943,17854.944,22912.804,20034.478,27398.661,35765.654,19621.672,23470.751,24667.714,28670.857,30953.06,17966.295,22544.227,22594.438,40959.494,18008.449,25680.511,26527.051,23409.438,24409.507,29874.128,21354.913,22364.937,30345.775,23310.146,24460.045,27029.617,18843.764,30079.797,28429.068,21271.959,23620.296,20622.841,18284.009,18030.852,27717.932,24098.923,16871.222,22401.868,25428.645,21770.697,25484.272,31039.677,23021.164,19745.123,22362.862,24679.791,32725.884,24463.724,26551.872,22648.879,24786.963,27237.79,24498.212,29038.601,19973.866,23218.98,15606.107,28454.757,25742.357,30782.064,25134.334,38454.758,26611.794,32606.588,25186.685,25001.388,21346.444,16649.637,33727.352,17767.626,22881.789,20306.404,38590.705,32411.395,34157.453,18044.84,30427.193,31443.003,20490.975,35601.497,38153.368,23845.057,25841.337,35976.338,21759.795,23395.719,31490.727,26623.129,26396.214,32115.715,29193.35,20404.497,32906.481,32708.862,20125.789,25897.455,27176.789,24756.594,21551.368,27899.845,17595.551,33197.691,24646.76,33868.155,28277.526,20185.208,20033.19,24416.1,27258.767,28132.658,32113.333,28228.386,31557.341,25673.283,24708.893,26302.051,31703.393,31335.649,23866.911,25115.632,20547.219,16484.978,30604.592,33406.835,28736.804,31875.627,20322.175,23329.099,14916.012,27300.595,26303.702,36544.895,19325.863,22594.828,22698.406,15530.52,29186.079,27992.742,26462.546,17271.185,21616.357,30085.422,24171.726,29679.662,22415.102,34706.797,20761.488,22773.735,30578.147,21721.944,21105.152,28330.774,25784.855,18716.079,19683.832,21884.487,23738.517,20327.374,16999.022,20354.666,22653.349,31959.423,25039.849,27141.786,24425.742,24217.617,21975.81,20485.597,33448.38,26153.735,23095.212,39032.555,22680.283,18538.433,20705.78,26870.909,35671.25,23969.232,21335.359,28694.766,24002.309,24507.367,25974.964,21543.703,23401.484,18654.596,19422.691,27507.769,21128.677,23918.903,18419.377,20261.794,24037.992,31461.23,27105.606
maxPradial,247.2,18939.733,22047.705,20452.557,17112.45,16364.376,16578.519,21778.17,17169.826,16750.849,24761.362,26445.966,19198.326,25115.182,26806.237,30232.772,19621.297,26793.797,16130.792,15501.559,24175.206,17707.075,25935.078,14235.572,22702.598,17258.576,22969.451,23281.674,23676.135,19825.025,17027.002,21520.369,21527.532,25513.301,21047.677,19777.523,15789.736,19266.018,38225.93,23311.96,29893.392,21589.182,19946.018,20566.009,26679.582,15918.242,16286.015,21330.771,17170.151,22859.014,31537.179,18342.544,21561.796,23783.461,26574.036,28352.642,17206.039,20916.29,21073.957,37021.67,16006.887,22086.865,23303.034,21967.942,22329.841,26487.699,19004.637,20366.211,26745.746,21439.536,19237.07,24423.318,16943.262,27543.125,26026.341,19820.613,21665.791,17818.252,15978.058,15977.326,26063.708,21022.761,16105.027,20389.035,22119.869,19573.027,23579.999,29254.594,21174.639,17429.693,19799.372,22908.815,27469.014,23478.548,23668.855,20105.949,23427.59,23969.742,23696.942,24920.828,17614.985,21275.977,14705.556,24681.078,24691.833,26930.769,22478.143,33299.39,22735.928,31443.041,21886.162,22267.048,19974.21,15637.8,28652.334,15825.423,20374.699,19021.668,33659.391,27108.371,32152.691,16332.924,27874.165,28469.942,18043.709,29253.853,32867.705,22876.168,24039.135,32466.151,18962.986,22172.949,26226.9,24390.195,22013.31,30200.111,25009.857,17810.747,30993.866,29113.017,19063.228,23257.282,23440.931,23562.838,18823.353,24290.43,15742.772,29374.442,22439.294,27976.101,23491.278,17769.225,17658.51,23563.505,25857.116,25855.606,27498.546,24774.632,29926.2,22866.864,22183.382,24850.096,26462.958,29322.891,21175.947,23119.097,19136.926,14657.528,25286.134,29579.084,25989.45,27855.845,19030.127,20003.695,14010.664,23297.473,23637.697,34539.837,17522.977,19134.956,20448.904,13551.783,24699.704,25019.15,25115.341,15756.785,19634.164,28339.127,20861.397,25513.025,21823.96,30401.201,18295.851,21623.449,26331.552,18688.654,18818.274,25522.166,24173.082,16369.959,17366.957,19916.712,23380.768,18083.109,13278.129,19188.283,19210.846,28616.44,21534.989,24600.206,22263.41,22128.915,17715.102,17698.098,29257.272,23572.329,19663.155,33584.14,21312.646,16917.696,19000.163,24005.746,32277.094,20762.482,20595.588,27485.51,24050.386,23509.791,24347.051,19902.232,21222.234,16707.229,17378.748,23957.671,18137.652,21257.251,16195.174,17524.469,20912.327,28859.993,24176.705
maxPradial,250.4,16800.274,20036.473,17932.475,14172.247,14866.366,15115.404,19167.205,15823.836,14005.706,22628.232,23874.372,16865.775,22179.208,22271.606,27917.228,17960.258,23736.469,14469.463,13845.407,21569.193,15538.862,22003.272,13176.961,19521.126,15873.302,21290.562,20475.889,19923.887,18056.719,15299.943,18552.694,19113.358,23069.429,19715.664,18591.278,14444.221,15839.483,34870.47,20352.529,26243.708,19481.534,18703.249,18429.966,24321.087,15495.99,13522.032,18140.466,15309.916,21033.93,28785.425,15820.445,19169.533,20260.161,22708.445,24231.521,15627.511,18052.794,18530.784,32204.89,13320.958,20418.14,22311.852,18479.451,19312.536,22911.48,16621.888,17441.429,23454.404,18709.5,16871.21,22730.633,15478.101,24626.976,22847.24,17304.266,19336.431,17180.112,14449.147,14328.042,23386.823,18719.968,14115.932,18184.639,19063.687,17099.937,20284.802,24201.418,18365.409,15304.577,17072.575,21501.098,25515.823,21190.486,20679.604,18736.516,19831.252,21224.117,20222.328,22642.798,15410.057,19777.255,12902.097,24158.102,23117.077,24717.455,19665.328,29096.228,18742.594,28515.718,20191.637,19252.675,16188.942,14583.868,24780.937,14045.047,18441.272,16945.153,30605.518,23774.222,28762.943,14347.635,24136.864,23591.844,17241.379,25924.882,30884.343,20369.504,21171.623,27535.627,17110.753,19061.104,22592.105,22580.101,20942.886,28977.479,20875.131,16378.164,26625.518,25828.254,16487.039,20006.196,20394.639,21051.263,17380.109,22321.583,13578.098,27024.457,20835.705,23600.883,20836.587,15784.886,15884.604,21205.555,23571.597,23357.024,23936.754,21728.028,25536.282,19496.259,20761.529,21574.251,22759.364,24510.844,19070.858,19372.947,17055.113,13054.192,21690.304,26013.62,22870.568,24616.855,16698.061,16879.38,12203.464,20285.692,21371.859,30298.523,15234.064,18097.207,17950.906,12764.522,22858.049,22921.247,23221.602,13942.487,18439.498,25994.118,19195.275,24764.427,19458.348,26146.316,16419.145,19048.489,23345.979,16389.349,17355.432,23008.326,21277.914,15476.692,15317.976,17757.809,21380.993,16359.041,12513.503,17545.393,16929.031,26022.386,20119.498,22440.934,20827.353,18948.194,16404.646,15363.538,25548.557,22575.522,16783.499,30264.957,18742.807,16863.632,17802.171,21125.714,27524.695,17293.388,17893.722,24655.128,19322.671,19679.656,20777.664,18318.706,19472.324,14349.322,15853.325,20497.52,16154.887,19641.553,14822.456,16852.386,18447.958,27287.06,21480.468
maxPradial,253.6,15718.013,16407.688,16406.981,12016.597,11900.544,13659.368,16475.286,13429.201,11840.877,19291.978,19982.191,15024.184,19653.386,20886.24,23796.721,15439.369,20456.772,11996.056,12900.33,18778.118,13803.28,20501.508,11491.706,16837.486,13459.832,19089.911,17707.676,18407.307,14962.293,13522.006,16571.618,16204.838,20358.539,18411.948,16005.841,12585.493,13444.348,30464.558,17392.439,22331.401,16596.716,16299.219,15438.582,20851.307,13130.56,11992.06,14815.168,13185.697,18539.645,23443.422,13248.691,15210.46,18345.397,19844.721,22316.769,12838.554,15793.128,17383.388,30016.938,11374.031,17810.062,18559.418,16069.253,16515.802,20591.594,15533.5,15492.271,20861.232,16712.466,15651.788,20452.66,13007.1,20696.654,19928.621,14368.509,15602.432,15439.6,12319.437,12492.901,20233.327,16388.453,12295.119,15664.752,16260.916,14458.884,18159.326,20782.595,16592.236,14258.99,14810.258,18858.944,22796.54,17825.835,17615.768,15776.558,16526.532,19056.861,17478.416,20504.772,13487.747,16707.97,11469.742,19602.684,20066.566,20534.105,17569.221,24985.049,16637.11,23106.386,16876.342,16725.382,14561.478,12813.445,22919.441,11698.426,16437.584,14311.102,26358.956,20049.208,24627.408,12484.255,19819.919,19948.599,15011.907,23265.051,27787.58,17660.241,18916.884,25646.171,15589.196,16420.263,19435.112,20306.815,17974.031,26210.616,17639.484,13680.931,22807.657,20977.795,14026.46,17997.412,18426.665,18550.348,14527.262,19709.103,10902.297,23462.433,18542.105,21438.096,18021.811,13968.016,14942.755,18215.684,18854.782,19529.66,20059.408,18918.378,22644.844,17515.236,17202.717,18871.69,19252.985,20038.907,15634.6,17075.073,14830.809,11366.97,19107.117,21789.524,20641.094,21630.556,14417.494,14039.806,10323.439,17262.464,17861.142,25747.005,13940.725,16627.648,14852.38,10868.576,20826.531,19194.298,20907.309,12011.372,15338.875,24132.956,16710.429,20979.711,16362.799,22879.977,15367.275,16105.543,20053.789,14897.873,14848.833,19740.447,18229.714,12788.683,13337.936,14278.482,19271.713,14738.543,10771.206,15825.122,14840.677,22803.775,18597.488,18625.385,19302.991,16255.969,13816.879,13539.992,21918.124,18627.659,14015.444,25559.149,15980.131,14132.832,15477.019,18400.169,21577.46,16174.951,15045.221,24174.807,17375.569,17060.205,18158.967,15242.974,16460.383,12743.665,13902.911,17205.555,14267.537,17296.607,13517.489,14022.957,16143.885,25803.23,18017.866
maxPradial,256.8,13467.274,14700.324,13776.683,10171.21,9835.029,10919.042,14417.778,10927.398,10692.398,16704.697,17876.526,12211.231,16334.388,18082.19,21437.935,12468.732,16596.092,10389.15,10829.639,15413.26,12278.386,16538.882,9534.0396,14412.776,11901.508,15018.994,15216.773,14465.301,13422.017,12233.982,14177.458,13867.649,17144.413,15394.038,12788.478,10481.215,11640.136,26257.205,14697.588,19591.395,13376.285,14018.115,13487.446,18140.328,11207.881,10213.472,12406.594,11057.959,15228.706,20184.699,12013.905,13205.392,14926.399,16945.485,18421.579,11565.23,13645.314,14751.522,24923.729,9907.0251,15568.263,14100.133,13998.474,14289.535,18010.738,13247.328,12609.691,18316.047,14993.502,13509.173,16356.602,11176.508,17333.615,17259.666,11951.145,13013.173,12553.535,10530.109,10736.649,17654.716,13029.224,11215.226,13493.29,12891.782,12304.542,15669.798,18271.579,13796.654,12179.542,12600.797,15662.04,18636.313,14758.85,14378.882,12787.664,13843.085,16723.49,15040.002,17419.222,10996.473,13803.997,9307.9081,15619.709,16198.017,18115.433,14421.994,20942.971,13827.221,19491.711,13685.713,14478.564,12481.185,10523.664,20069.294,10619.563,13694.525,12258.885,22740.902,17739.374,21126.418,10585.711,17102.251,16532.663,13167.566,19769.998,22185.648,15462.391,15860.94,20886.933,12624.079,13533.153,16510.949,16545.716,15434.583,21165.584,14529.136,12661.19,18864.611,17794.221,12192.984,15521.151,16475.974,16459.831,12672.506,17718.532,9251.8894,20154.649,15722.751,17439.414,15223.946,11499.255,12591.622,14919.925,15729.953,17112.546,17424.487,16321.543,20330.613,16646.981,14592.188,16065.939,18093.839,16991.047,13209.408,14562.785,12557.549,9613.4024,15973.755,18315.605,16320.146,17998.944,12054.708,11815.518,8555.1611,14481.021,14235.977,21629.135,11449.403,13656.47,13390.176,9297.3988,17673.993,16131.595,17457.384,10437.428,12669.314,20602.273,13972.469,17436.489,14034.888,18956.543,13036.054,14565.837,18110.463,12897.365,13361.614,16324.797,15536.121,11377.718,11612.63,11141.237,16563.262,11859.759,9146.0109,13978.155,12831.311,19245.208,16257.854,15495.315,15539.551,14260.945,11635.023,11441.971,18552.573,15870.676,11858.071,21756.289,12701.618,11362.707,13075.134,15715.009,18055.293,13573.507,12649.494,20648.991,14919.359,14682.817,15319.191,13287.388,13385.688,10264.101,12018.667,14551.847,12315.029,14959.966,11208.711,11460.886,14719.658,22033.559,15614.026
maxPradial,260,10667.34,11913.893,11569.45,8420.4646,8285.8486,9402.894,11706.307,8430.5128,8496.5427,13379.575,14596.913,10760.644,13160.923,15219.039,17373.972,10577.198,13633.911,9274.755,8610.2651,12469.286,9845.7061,13258.182,7951.4581,12728.868,9902.9625,12337.525,12304.922,12795.375,11161.62,9964.1757,12136.166,11468.688,14202.7,12549.106,10146.79,8859.4717,9452.3877,21149.58,12377.75,15881.388,11354.121,11739.666,10489.269,14482.465,9052.9471,8825.0612,10394.974,9255.6088,12509.598,17435.207,10520.007,11602.452,12813.017,14191.669,15222.384,9713.687,12125.09,12227.641,20138.715,8050.1779,13060.414,11281.411,10961.853,11933.568,15477.812,10660.172,11076.336,14949.663,12255.692,11500.551,13741.206,9056.2939,14494.385,13654.171,10762.869,10475.694,10904.131,8637.5896,9202.7598,14408.755,11245.379,9182.7412,11223.936,11002.884,10188.229,12491.063,15158.343,10990.373,9722.5827,10222.916,13077.44,15587.811,12815.282,11287.41,10594.665,11558.705,13797.422,12710.363,14259.588,9375.0896,11523.889,8475.2458,12711.19,13767.503,16672.786,11602.29,17489.173,11326.621,16023.971,12060.029,11794.887,10424.021,8887.3138,16608.662,8853.422,11314.017,10252.389,19123.064,14269.028,17322.418,8568.5136,14076.845,13617.865,10267.887,16302.44,18642.953,13098.985,12879.146,17216.405,10399.143,11446.746,13898.994,13869.23,12479.627,17632.232,11867.525,10849.566,15553.714,14555.392,9833.0754,13116.879,13992.899,13518.543,10598.035,13543.18,8107.7557,17892.165,12700.642,15734.288,12610.096,8991.0877,10348.472,11805.131,13057.431,14758.296,13570.428,13289.515,16668.332,13056.605,12985.716,12865.822,14074.095,13943.468,11096.457,12720.407,9831.688,8281.7113,12707.889,14790.815,13923.245,14812.637,10146.517,10082.859,7069.9981,12849.486,11424.916,17999.371,9943.4209,11961.218,10936.093,7736.394,14609.853,13140.143,14605.537,8396.7613,10546.333,15804.337,11708.84,14320.862,10567.924,14848.59,10786.393,12004.9,15401.47,10299.756,11171.207,13461.865,13157.45,9271.6175,9481.4696,9408.5294,13694.646,10336.278,7337.8821,11111.054,10067.849,15575.353,13585.789,12793.313,12652.224,11860.848,10303.905,9351.6574,15012.255,13352.352,10212.553,18327.499,10853.089,9091.5895,10846.212,12935.641,15063.26,11708.612,10598.535,16488.542,12697.319,11800.719,12836.291,10804.708,11513.97,8726.4841,9978.9134,11603.732,9836.757,12184.833,9218.8806,9571.9759,11967.254,17951.004,12600.644
maxPradial,263.2,8665.4467,9325.0848,9524.3824,6814.6512,6677.3849,7849.258,9857.3916,6911.3047,6736.3105,11134.715,11817.034,8874.8837,11315.27,12469.248,14386.44,8837.0771,11662.778,7489.8807,7197.7742,10576.954,8159.4777,10884.627,6924.5672,10330.746,8153.7715,9877.6179,9889.2666,10677.328,9015.3853,7329.1183,9945.8916,9081.9629,11911.958,9739.002,8279.8607,7023.0253,7491.7738,16824.607,10061.176,12992.359,9534.9104,9129.6502,8886.3314,12696.358,7432.6436,7311.7748,8513.9357,7641.4777,10424.594,13838.885,8351.3083,9418.3835,10152.089,11417.967,12518.268,7880.0392,10182.244,9601.6878,17187.854,7058.767,10862.404,8666.2786,8545.2238,9670.4899,11830.936,8734.772,9673.4099,11843.78,9751.7519,8948.2658,10982.309,7652.4795,12700.218,11315.014,8668.422,8852.9534,8421.217,6930.8433,7073.1114,11764.557,8780.7355,7438.3427,9388.6392,9222.0624,8492.8119,9923.3985,12211.55,8971.1595,7770.0992,8518.5445,10173.117,12321.06,10443.506,9222.5865,8737.579,9683.5128,11252.146,10565.779,11940.028,8179.655,9402.2109,7157.6729,10964.353,11205.046,13235.436,9615.203,14765.866,9202.2518,12850.206,9712.8411,9253.5713,8515.0847,7489.3561,13758.858,7509.6987,9644.7095,8114.5256,15261.128,11569.477,13402.819,7349.4912,11063.105,11547.493,8649.6806,13193.906,15354.211,10561.704,10344.042,14107.105,8625.0378,9124.7156,11471.587,11417.176,10151.541,13650.089,9464.3106,8318.1667,12638.347,12435.163,7473.4272,10704.7,11202.086,10865.454,8584.0288,11585.057,6689.4993,14142.245,10263.164,13443.464,10708.67,7725.6954,8554.0084,9986.3058,11012.804,11795.606,11261.981,10823.558,13831.096,10091.287,10335.405,10724.448,11371.908,11068.905,8802.9116,9971.1998,8289.0849,6924.0324,10355.118,12162.225,11529.663,12247.627,8355.8333,8327.2416,5855.419,10548.239,8986.8736,13982.218,8276.1945,9517.5486,9035.5803,6118.8573,10973.2,10225.643,11986.057,7308.6084,8570.1769,12690.956,9673.1108,11855.118,8795.7516,12454.508,8027.5809,9478.7541,12972.817,8555.7944,8508.3194,11081.483,10987.528,7089.8278,7902.4365,7475.6845,11414.404,8608.7453,6414.5683,8791.6438,8354.5098,13188.002,10987.835,10356.03,10238.719,9638.1053,8671.6792,7680.2197,12052.29,11004.608,8307.6461,14931.121,8688.8546,7290.0686,9006.9333,10793.589,11881.135,9177.3044,9112.954,12383.332,9929.8926,9250.1384,9779.8669,9117.2045,9368.4594,7134.6452,7852.0874,9431.3473,7783.3421,10155.579,7998.4205,8010.1007,9226.7454,14300.494,10269.871
maxPradial,266.4,6796.0552,7819.6359,7568.6842,5518.7152,5516.3746,6274.1766,7235.0775,6027.3948,5382.4268,8649.0823,9484.7475,6879.7485,8961.059,10094.522,11276.592,7173.3941,9263.7389,6111.8745,6122.3962,9111.7795,6290.4796,8921.4124,5630.3993,7841.0711,6578.2766,8212.3777,7870.5768,8356.3614,7077.6837,6171.3593,8110.1861,7099.1245,9639.6579,8166.1605,6489.3699,5593.522,5981.0995,13266.672,8250.2175,10828.257,7600.9772,7767.4924,7262.1016,9390.3575,5818.6013,5885.5142,6966.2063,5763.6934,8222.2418,10573.597,6952.8699,7364.0271,8274.2111,8667.8389,10299.373,6351.4462,7400.9459,7545.0405,13925.71,5437.2161,8955.3875,7009.9762,7122.7781,7756.4515,9698.6699,7106.5584,8032.675,9230.8323,7762.7971,7026.4679,8870.0286,6235.4423,9989.5375,8680.5111,7183.8447,7996.6789,7011.5088,5857.5513,5971.1827,9755.2911,7054.6024,5991.9878,7582.3348,6934.6193,6832.0494,8091.5077,9523.0287,7084.5484,6279.8071,6776.87,8167.8309,10084.361,7845.5453,7258.5013,7155.49,7989.6786,9038.3773,8725.9796,9423.7623,7305.8864,7522.8441,5721.4553,8600.0774,9214.7057,11040.5,7496.0583,11657.127,7626.5283,11014.579,8270.7948,7419.9856,6861.8809,5882.4583,10787.177,5788.3382,7449.4878,6318.8849,12553.937,9202.131,11510.026,5651.1106,9046.5651,9553.3858,7129.7251,11035.697,11981.885,8974.8269,7850.281,11668.134,6751.7621,7451.0393,9239.1745,9450.5357,7874.2696,11204.102,7219.343,6921.6322,10053.992,9906.2986,6304.9666,8843.0964,8874.8306,9030.4162,6699.5424,9293.0622,5321.0869,11082.674,8309.805,10429.856,8656.7652,6403.1023,6838.9092,8573.0066,9014.2728,9075.8505,9025.9275,8807.8178,11635.714,8121.9237,8516.9388,8700.2981,8747.1524,8620.0707,6956.4698,8207.4077,6935.793,5619.3449,8291.1652,10513.346,9523.7482,9491.8866,6991.4242,6905.9243,4734.1643,7994.092,7354.7423,11133.207,6271.2551,7457.9218,7118.5704,4988.4925,8751.2045,8243.2132,9565.8236,6019.7611,6990.6484,10680.318,7826.316,9599.6994,6861.9406,9347.0823,6470.9777,7571.6701,9878.187,6901.8348,7312.7746,9247.402,8912.0857,5741.2001,6475.6621,6014.1927,9152.8941,6453.069,5528.3452,6715.9956,6875.791,10249.472,8623.753,8437.4207,8656.3775,7544.6397,6743.2156,6159.5786,10045.184,8681.5328,6595.3442,11650.627,7524.3489,6130.0053,7329.0894,8747.1669,9177.4684,7454.1541,7373.6774,10676.972,7851.4057,6909.462,8034.2059,7174.4591,8239.9984,5549.2741,5991.9547,7928.5116,6945.9001,8012.2791,6543.6638,6048.4387,7306.6097,10769.329,8015.271
