type,rPos,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
maxNradialErr,237.6,450399350,508857890,446682390,406754760,355513320,491033040,480784090,515291210,460413470,529257610,767478180,430813660,558575850,716478490,605498950,388141100,790848560,487209320,571093930,765279570,508839410,1658806000,388676890,774888740,455990020,482077120,783321590,554563080,314486590,575685730,707898580,630745670,1412179700,784325830,532794920,405244100,596700080,1007025500,1976135600,1020011500,670728280,622429510,517861930,399307040,340408760,350312920,537388700,460422120,714466430,764150560,434930170,541566310,966917160,641055720,760594730,519198310,802598990,698296510,946741870,430150900,598349790,513740440,551458710,474375590,647692260,596713280,462389810,654769550,500677730,657677880,654626280,473136920,814698280,898217960,407768300,483969220,441550240,549319960,426407410,717899190,500824070,406626580,543910890,628577600,506310800,684452190,488936130,446675280,449937160,392035100,853319340,876031850,677901280,529204800,590471450,481717950,364331540,616630090,590503870,431058430,767220390,396751290,531734720,471028410,521083630,592849480,925892270,615374560,747229330,639068960,621522240,513724380,424797310,707893560,447323270,591802110,545271240,949556400,539218670,698284900,461094140,685823730,568364120,445102290,809051850,1078216000,606395960,599766480,519755310,584524300,617333110,666156870,499613370,480715080,678030230,437832570,400780220,736627050,324490760,440290700,684885030,1123959300,572339800,677288970,735009850,458252380,909477610,652033220,882177980,384217660,613598140,481020990,466950400,922816830,713645390,844261140,565295910,724446340,689205380,589249780,677704330,619571000,726218890,532489120,645094620,460538260,407688780,615606000,884979940,713046090,690616620,517568080,466531910,306421410,540989210,599488400,772835300,661354430,643044510,589888810,443822480,775343310,464678780,689494600,379250360,593293150,943049530,460924780,646431540,481572740,686107220,448090100,731306050,853544430,450574350,385979600,531959620,848156180,508577050,562797100,233127780,585986760,409518230,514579760,709014340,570366130,519284660,672573000,897694230,657157810,765757850,604098100,554735850,725927220,543717150,555348470,657980340,653249760,556506860,510439630,696901980,1386191100,551487650,445984170,812436530,703497370,555123980,566449940,923296260,821956060,497783530,617230960,493092630,462558820,658466860,627777990,564720570,672300370,782998940,591503040
maxNradialErr,240.8,273708580,221852170,282688120,282258050,216464050,252015190,270288440,310858910,256133450,329630080,408695570,275814230,392174870,417474940,416779950,253081720,449189720,183632560,294581420,426559740,337074990,495679780,251595410,356623140,308542750,238601300,363869230,358211420,291456230,317612500,406285830,325717920,486802490,469174880,291416680,223042340,306576380,664151380,511801530,554517990,282128370,322683820,343526300,320325030,198385950,209120180,345592860,325591940,350389440,402968680,307908220,365524380,528090510,390766420,460640780,281836660,282713510,362097040,580672950,283170830,401126850,382154370,322624420,277504940,525375660,240330930,232240370,392293280,331219120,275053690,404079670,288628480,441454890,502668280,299101200,354407320,189780570,253851330,250673250,369617660,353972210,229113380,267579590,339155640,394410890,546178450,406401010,286073540,214980960,233763350,601147240,425861980,434159480,352349810,303264160,302047530,241182090,378499530,414039040,264023050,459824230,240425550,307809810,244459640,391063850,312192700,485533650,312451950,368451890,286325350,287843810,278048290,235386860,453275970,256136960,325775220,321611340,559298500,389569650,384437690,229331010,430441980,308394620,291960920,378370300,643334360,321900110,336132580,381311530,269573080,324754220,399835120,330749420,302459540,481802080,317554680,189457250,418071170,273681040,242416380,344035560,344145430,357707420,402316740,480633230,234556860,453489790,346454420,520203840,328533200,416434910,277606950,230596530,459504520,373389880,461429550,326265750,349271390,394904590,317090970,350130070,328893750,342774840,302486330,309627070,256332560,249719790,308157290,481986970,428778800,354546470,312751550,270653280,171133080,295094000,316976960,384804390,295809540,269991260,387119970,196595520,339999830,267194790,442271700,198470970,306349570,418823910,276125700,371919370,338668900,416977480,246461950,376679670,506304330,226320150,281558110,325693150,343460290,250709130,366364190,200043690,283774790,263000080,246708580,415533860,270089180,354521240,367243900,458027630,298636200,381806810,402099270,311371800,458132140,349114510,300256190,339875290,357411300,287198860,271971350,402386110,411381890,308526310,312431500,569982620,413158380,291932770,313015740,272971730,442435060,301972980,305960100,293811480,297101480,414291370,366821120,252277590,352901090,493323670,301309840
maxNradialErr,244,161602500,125342080,194827230,146940330,152721240,158618590,154348780,181051560,143894700,183402080,177034330,166575920,241474100,281421480,257391080,184117830,246862790,121293090,175281680,208169120,164922570,234085720,133196380,192176870,159992440,152459560,190045090,163328260,186932570,139567100,236390950,194875850,244491680,220418090,207144740,145524770,187634010,401453660,226221040,245718450,187103230,216982390,188174890,152234920,109540340,143149740,237210730,180025240,248671220,218913940,164288310,231331940,298417070,242579200,248372120,161621040,197162520,208938470,342297460,178336190,217252520,207731580,187087570,210229560,315667680,149549160,127903440,276965840,188422020,128169130,251073860,163855410,214813010,272262110,176793200,181746850,121326900,159092620,127556370,231103000,183942860,137809190,175191590,215192490,193669400,292548770,249968730,176111980,135867690,143023000,283632200,249948570,224599460,195004610,183384940,162327960,213786440,203690880,250830960,170854290,225017580,131513800,193552820,200701500,216422630,205472790,258946260,198168190,277959330,143455220,185597440,168446680,158260090,269270780,160015170,143550270,189712150,364595180,183938530,267241260,124848310,287310050,258535790,173397620,218858500,390088440,204033010,200174560,268071510,178784090,200551040,251198980,208137080,207133760,329083840,191078350,128743100,298004490,179917910,140564690,198623200,193160920,167349000,171149570,273163310,134560290,304938210,219130980,322548130,231989340,197045460,169624310,208658310,236564810,259967300,314765020,186481770,200404670,227246970,205918760,216774470,200033900,234900580,196961810,162907000,150585560,159445780,176914050,250037600,234815200,218658780,141021860,170565930,123901350,181294750,194405870,229575610,174636430,128990950,261715300,101791950,228947300,163403560,241007930,128684730,168145600,244328640,183428770,259788750,209771300,233655730,173080610,237525910,246616900,149236710,178353400,188607150,220166430,105608350,204078130,94024948,222775460,127292360,163259100,249484970,156798640,212028560,245207440,251428120,156517610,191454430,211720530,175146690,229704250,239935290,191313840,231387900,174956040,180455100,190950810,156142380,221042540,187476250,176670090,333472160,204084620,188350750,187496380,175106780,198552640,148444840,163958160,180320610,180271230,254220530,179475100,136414310,220931300,303060130,199560240
maxNradialErr,247.2,99730052,95050310,96933474,93958734,77902505,110387340,129881540,110041540,56831475,100892960,108878130,117893780,152176890,146171920,156538960,104446780,136339010,73702285,81118878,140856120,92195185,144903780,81952448,108095230,78204697,107867990,103469670,122599850,116469570,88165093,155432760,101054170,160049080,129830830,117254440,75893353,91141795,244242660,119633110,141854210,105586430,120065300,110890260,114883850,95407491,89269624,126041050,97625087,122131070,133231630,97723852,128882290,166015540,119028340,135667480,113640040,114555270,80039088,192363120,111766750,136529110,117952900,136988320,134531900,173828580,114868230,104022050,153463830,109515430,73757627,118652290,81136462,134191420,161215710,104142930,123255970,73921971,119261520,85017777,145676940,125754130,73778267,117048690,102003250,89372716,164044070,155901770,87375795,99424244,114486660,165407320,162527980,96657882,86885899,131019310,81836856,109758580,119684550,127862190,91231854,120508440,82863021,111281650,112292730,151194970,134594900,143095900,109119940,157771170,98077502,113050310,88178089,71224583,131549380,105215040,84403119,95781733,257974830,128052350,150779550,78409804,168217930,154750230,106449050,145428450,190963520,118113070,128519520,125437830,104545410,109161590,120648300,126621250,107694440,204638130,131878150,68306391,189845620,116074890,70437476,137321120,104885570,87668134,104705270,179070470,78832887,157978990,114986040,190097360,109647950,98835760,101827980,109197200,140947630,163339050,170920810,88440520,118878330,155666100,90412265,125406450,94781645,166649670,134032940,117167850,61251065,98353660,109493080,134181490,158649360,119370230,79704257,133054970,69385016,102359560,129129040,119003760,109799930,93576521,148955340,63785904,154054450,96881547,147087600,90578279,103506870,146825460,110134160,149881180,130332380,125227290,109733730,130932020,125183070,88595277,102380300,126491720,106697030,73078030,73363206,71442056,123401800,105812320,86571740,130298000,96156555,121470980,104024240,132597930,117442650,92234533,133741930,102950670,153503660,159251610,106806650,127481290,120882840,88250153,107184240,124650670,112766200,107756510,93971551,159948250,124266780,103315970,102998870,103454010,91580872,82246327,104747100,101313210,106194890,156022800,103226500,68559695,166613160,203661100,109909700
maxNradialErr,250.4,68047265,68131386,57174726,56470122,44578849,54014284,56509704,65774636,32321307,55914195,60527254,65997990,93798925,82638889,116533740,62155682,76433882,50522880,54300091,80051534,56793778,76570775,49703343,59984024,46220881,76629541,55684405,64794359,61999060,45375626,90600064,62509701,82040359,84549133,59130404,45034742,57070483,168478660,77648137,89995046,52329085,84241713,74468731,68896228,69161727,43942880,81245765,55735619,70206100,78825994,58511863,75801437,96085439,76553647,77886838,60610576,69565977,36004398,113367190,59056289,65703508,47655232,73810211,68659209,79541768,56358323,62905259,101591020,70755879,40032053,67064144,43445422,93233141,80723689,53974192,63759363,41862610,63512947,67259856,95360083,78397726,40344761,76178013,64522562,53425487,68889445,105563310,61508091,63638780,66242007,92192283,77824523,59908445,57565890,79218811,68971951,56806032,70282239,91795928,56193999,63314659,48434028,65261634,75889548,90509940,77332220,95251554,62023183,97262756,75939725,69265361,52670541,50639712,102854810,57082939,45827352,54839293,140240450,63227048,114923150,45325614,75951928,72112107,55164961,79242865,93311300,81717755,78500272,106401610,47970049,59495313,67858655,82675173,62183381,105428430,79737217,49537974,118451540,78225479,36841408,75921966,59152727,48969394,60434374,99726700,49386490,122292450,77024012,101215980,82354045,44173216,75375286,62725514,81313781,70935699,87033379,68765118,88105060,107690800,49797806,73058251,60510306,79786823,76548104,86824425,47544702,52617582,71005968,82147463,88217512,74138687,63885794,87959256,44984491,60078499,61830176,76489889,59195485,59577438,84700804,48485103,91727678,62836882,73931612,43229277,64830091,71205448,53015282,71876281,73986344,93424769,69729997,60953488,86444209,53100408,76540776,88541853,61645422,40135586,52141506,42225238,65139751,63296876,55692525,76161401,55939943,77449995,68368992,82250465,75660665,61450861,76461983,56337170,83877674,72682134,65401899,95647605,73537853,42319699,65325832,67340758,81967884,56870865,58822493,83028014,81916323,60827521,70361099,75350527,69970922,39431948,59088647,64243707,64738321,75482371,66092773,52126147,85542879,123220170,66283738
maxNradialErr,253.6,35890895,43227130,37724048,29704919,19686828,32789092,33794111,37029805,22746324,37775845,45686871,42258825,47511583,56038630,74673483,35898198,49002542,31291058,35858657,40479262,33398181,45642897,33568309,38527033,31442687,48067850,37307205,44733599,42100803,31470127,54137140,35349563,58612735,45885919,40493217,18610784,46140100,77663365,40247656,54215870,38936944,54953996,42925598,46517032,40485810,38051040,54748989,32262532,40797748,45853970,35933332,42257906,51167694,49061190,47575743,34275760,41849945,30496557,74355414,37276447,58127310,25995339,39360789,35451104,39576656,37260367,37595646,56230430,45615083,34373678,52774947,32991513,43299718,53613666,26082662,38698639,31715292,34479666,46789582,48174564,49446645,28541010,38519050,39442153,37077391,46624512,57237093,35268707,32681519,38629276,52234244,60979088,48921073,42174897,33035471,50488347,47153872,46859538,58298863,39886223,48073343,28328058,43923738,39804964,51582384,45652216,66438210,26421757,55849194,46170315,31369437,28538895,32985337,66519768,31397272,36521670,37575775,78727709,55311066,69236369,26084715,49889922,52224028,39246543,50840891,65854982,52512362,53474393,73301314,24970287,31696507,56302099,44181286,38622326,66123186,41440706,30102583,64001350,59952021,25593391,33874129,37976341,35871832,38339990,53710989,33409957,80341845,44331682,51662815,50836158,27414316,44201100,46337204,48974821,45530806,51763170,40601597,61433610,54719693,43215599,48327158,39070881,53991825,45471708,61068317,30045913,28001489,52354727,54998791,59918886,43038645,36645363,45930220,26091468,37098320,36669347,44600069,49525218,41670954,46692552,32922061,57285715,48698921,44120171,27065757,47624605,51854981,43130408,57996351,39601707,66839472,36722337,32522898,51405651,29889494,54721443,50344121,35851638,33078824,47053958,28076518,41086533,48073012,30616259,58092153,30603276,46479091,34599424,48606716,47433511,34067944,40018116,33328536,54762189,43921827,40979950,61052364,53380482,33250400,37264361,41589611,56880779,29384702,42723419,56364358,62384102,35414258,46956726,41876676,42685750,31366100,36748007,49666857,40377781,49084654,37224805,33586601,52909308,68749329,52735040
maxNradialErr,256.8,27917174,30021409,33141430,19151833,17275030,23231122,22918432,18514956,11138225,26671732,32598671,24326675,35163461,38493382,40893534,24018977,32227741,19307143,21815957,31553740,21877414,37193506,22136149,21402634,22492942,31156598,26227162,36264430,35370226,18670882,35361468,22061449,40013081,23473184,27686062,10501317,26539704,45852980,22734715,29000567,29595334,34522699,26991801,38860957,20335523,21766173,31337717,17635288,28319844,29330658,19212971,29858181,28748658,33857571,30528544,21968122,26492135,30787036,33292634,25366932,30185279,22289292,21903432,22033505,26865440,24903286,22747049,38448823,33139273,32691184,35473548,21688900,29840799,37170318,19256381,22473947,23799480,28828772,26131273,28542423,29905515,17161599,19282794,25982308,19991215,25887893,38724902,23602584,20434489,23459998,27297798,36550773,27258564,29299047,31036902,31763881,32718074,32856032,40282569,26967414,24941559,24921177,26997826,24254843,29044630,27074045,35572756,19835415,43052900,24718159,29861881,18133976,19614491,34347680,20409234,33663831,24597533,52198110,33760553,41643113,17519738,24928458,40158695,25681117,25987665,46496343,37106397,28262264,51745418,20374460,22168890,47579988,28189530,24165471,39342321,27897651,25629882,39869894,34384560,22531259,18901236,31903059,27241052,18296419,36162488,20886564,52206572,26804477,32588186,35693926,24104628,25763575,30666279,33535568,25698296,30955548,29309172,39752291,25014056,32451616,27560308,27999462,34178203,25569334,38547764,17766443,22329194,28632015,28568763,32452341,33908463,21086782,25036494,17901736,29513322,29694223,34852258,26837905,22537999,27511528,19165124,30934970,30681417,33812154,19036910,33307779,34963724,19497140,37112909,22652526,29808519,24251771,25052784,39008757,21243968,32806858,30480760,29333340,20475977,29900924,15886138,29898199,25097705,16564877,35136485,15150690,32233928,29181184,29277339,35094388,19108485,23984639,18451843,31503073,27684976,18526618,40139556,28287189,26947148,20760229,27520999,38682082,19789081,22057853,39952617,30191646,25983828,34296591,27209025,30436764,20370970,22065613,25964215,28668664,32572875,25831269,16984513,27943098,43900994,36073358
maxNradialErr,260,15264293,15187020,19511296,9560177.9,12214102,14900289,14503986,11465401,10121109,20358070,17566517,15238334,22585841,26575496,24401114,16956728,23759843,12927255,14381949,20392895,12997328,20260347,13761671,15430000,15212490,20445240,14956548,19682053,26736056,14332967,20319946,16873980,24392294,16027663,19298651,8970179.7,22750432,33279170,17389690,17615322,20238910,18865757,18518240,22367344,14464163,12652658,15698338,15436559,15341277,25294605,13796020,16669167,17991239,21093752,14695618,13959963,15774575,17039340,28536147,13703458,16601774,13977861,13312810,15060709,19917819,15171899,16831233,24160266,19161582,21446760,23981775,15919499,19031175,24129549,18518005,14879799,15822763,14696267,13818426,19792221,16280300,9954154.5,14798831,20254517,11361074,18418817,22972027,12864749,14964528,11728102,16268045,28682014,16463945,17316032,15821705,17195874,23373960,15789382,22715649,19806662,17836422,13019597,18314196,13076908,21363489,17222373,15658298,12781352,27443905,15858962,18491486,11125199,13194252,16611177,11542749,18769114,18639579,32749633,19498377,30719994,14629472,17963174,20909516,16466011,19602745,30446370,26256111,20611890,29526935,15155208,13115374,27058778,16443069,14274261,31133170,17878083,13939435,23507714,19137873,14257108,16644174,15311066,18294619,17395063,21635064,14358629,27266040,18919768,21471296,22602535,14295346,20437613,20121665,24807224,20692449,16630865,19451073,23809738,21090935,20844132,15207816,23675254,21559372,13364548,23767628,11560742,12780155,19496315,23289340,23011779,26977661,11523128,13951411,11183487,18133125,16681101,19746256,18926938,18571904,14693608,12374951,22669270,16505991,22338619,15527615,21946820,20053398,15268803,20999118,14802409,16033220,16339553,16752513,20074727,11856421,17174578,21875954,17335504,9837860.5,17429981,10026249,18408004,11542015,14935262,21474646,10156769,20357354,21028457,15898723,24572887,11633905,17591747,14518293,16296194,16902367,13579796,25478314,18055312,15015766,14601030,21862013,23655845,14976402,17022511,15456435,19252486,15709244,17767467,19788935,16937617,16066854,14088731,14772223,18464119,17620738,15963071,11676199,19923706,28996151,14965978
maxNradialErr,263.2,10575923,12803652,10947329,6037897.5,8613784.7,8234626.6,8099238.1,6438045.5,7390434.9,11452668,12421008,10118175,16439679,16925167,18906708,10111638,19045436,9116680.4,6886805.5,15190833,8148612.2,12193293,8132359.9,15685235,12112806,14298849,11230898,13659824,13113831,10895796,14151862,10870152,17620564,9953668.1,14280509,5280795.9,10982227,18925250,11637360,12826925,10546866,12358081,12832836,13864123,12634194,6832936.9,10681962,9068303.7,10451202,15256021,9842018.7,12542562,12612792,15243325,11269367,10793923,11469640,13152846,18219822,9946731.5,14002985,12198808,10256627,9440741.4,12741982,12421686,14011356,16286531,11740653,9947270.4,13736584,10802980,13936999,16889239,10364504,11249036,8435060.7,12903115,11105720,12602452,10756710,9086374.5,10465499,14528947,8747455.4,10816283,18718541,8859386,10522533,9408792.6,11102276,16576971,10658990,10167198,12112866,11237355,15127461,11653297,14632663,9801727.6,14127578,8166713.8,12239493,10086909,12565108,11266821,10427034,11499725,19185680,11062646,9973489.4,8383936.4,6875832.5,10723745,10624723,10549250,10651895,20382267,9622898.7,17689863,9648794.9,12935600,12957367,8166526.1,12270572,16955608,16575591,9876100.2,18182710,10759374,12427817,20144614,12828933,13540433,18085084,12015223,11327704,19020545,13227923,8105712,10085024,12594104,10257472,11793432,17754411,9007907.1,20044264,16401463,15310678,16951046,10264617,14636141,12401273,16836765,11692784,9241716.9,15371235,15529080,14532602,14510977,9344436.9,15012257,12839006,9594005.4,12618292,9223764.5,9275735.3,14163754,19027116,14329851,12790898,9302854.7,8658308,5764751.8,14872355,11329399,11573615,12143394,12647831,10569861,6753265.1,13126650,12412198,11928572,11073976,11664781,16843372,10569374,16389732,11071955,14945426,12966355,11087385,11928370,8498800.8,12635089,14815506,8143934.1,6991121,10878880,7804906.2,13246845,8559537.7,8224398.3,13282680,7617101.6,17450040,12975343,13879076,16016281,10674343,9843304,9320443,12599735,13041570,7921217.6,18873162,13109887,9481154.9,8366575.9,16081698,15770950,9904661.8,10927477,11846792,14520747,10125493,12098992,10989477,10792167,9680153.5,10153336,12592931,11837362,10105561,10155649,10427092,14802607,15539627,11381872
maxNradialErr,266.4,5731683.9,6881272.5,6515927.2,5511179.2,5406353.4,4936215.9,6951382.9,6311665.5,5174574,7630514.4,9586932.4,8030286.1,9420032.3,9604562.4,14263985,9291021.1,11068964,5172431.4,5713056.7,9380908.2,5345188.1,9805450.5,4792521.9,7157980.6,8727354.6,9865870.9,9743026.5,8780312,7942208,7378470.9,9073397.1,7660170.9,8576045.2,7472787.9,10171015,4589723.6,7250009.6,12527537,7581885.6,10057497,5793125.2,9276156.8,7682633.3,8153663.4,7637397.8,4540544.4,6802497.4,6399498,5846618.1,9609903.3,6540560.7,8726719,10975772,10242862,11232801,9029884.8,7212544.9,7353350.4,10601291,5892863.8,9728285.2,8323820.9,7650858,7681947,7910871.9,7928922.2,7550833.8,10239090,10436564,7533507.9,8363700,6447756.9,9426667,9585538.3,7712671.4,7832837.9,4210614.8,8625806.4,6774451,10347438,6912495.7,5686974.2,7942826.3,9620385.9,6119942.2,7008910.6,11412975,7313299.8,8051755.3,5973088.9,9462971.3,8842204.4,7496598.1,7778282.1,7037237.4,7865064.8,10909919,8328429,9560092.9,7067950.7,8619376.8,7973334.1,11232210,7449686.4,9349326.1,7558495.4,9163829.1,9036497.8,11234069,8863886.7,8177860.9,5889637.2,5862416.5,8291614.4,5281289.8,7395944.9,7958959.3,12403062,6591643.4,12968065,7659666.2,8406373.8,7889903.3,8085190.3,9189450.5,15591030,9597237.6,6958702.5,11625736,6596557.8,6654325.2,13124146,9165830.2,10164280,14653953,9030670,6737870.1,9471372.9,7384956.9,6573782.4,6902643.5,11140057,6640842.3,9017563.9,10848798,5022159.6,14330947,8625587.2,10741748,10372838,5521021.1,8541555.7,10594991,11448024,8526408,9084002.2,9934521.3,11095623,10105068,8030204.9,7657369.4,7133436.3,7504954.6,7173080.8,9410792.8,7744390.5,6103980.1,8920272.1,9687827.8,9924711.5,11621358,6912024.7,6977653.5,3427495.1,8579697,6682645.8,9721638.1,8808407,11945873,7173605.2,5007759.3,12860172,9120461.3,6314481.2,8279653.9,7635028.5,14252085,8319699.4,12019771,5589530.3,9434633,8446406.6,7745676.4,10122070,4042878.6,7753324.3,11533614,7624163.1,4053244.5,6792521.9,6403799.8,9339492.3,7188483.9,5487264.6,8379904.6,5984254.7,11234714,9615999.4,8886648.9,10842491,6860466.4,6426726.2,7638197.8,9308294.6,8279504,6135411.4,13464267,9875323.3,5953016.6,7284303,9350152.9,8634751.7,7094567,9189053.9,9047319.8,10869616,8270230.4,6307932.8,6123288.5,7199187.4,6312304.9,8867614.9,8300363.1,8528654,7866127.6,5440332.9,5666464.5,8764159.9,11177927,8167001.4
maxNradialErr,269.6,3979347.1,5825552.6,3824195,4100703.3,4210358.9,3831040.7,6326827.5,4066684,3860332.3,6734104.8,4493595.6,6983774.4,7611726,6818572.4,11061270,6452276.4,7223269.1,3706820,4437301.6,5802059.5,3016343.7,7014562.2,3355265.1,5133534.7,5075195.5,5342265,5186527.5,4993028.6,6336911.6,4115035.3,4632063.9,4962201.8,6623467.3,5998425.1,7838299.7,3044801.4,5115869.6,7807712.3,5674012.6,6213172.1,4644005.2,5930350.7,5612092.2,6010388.3,4625025.4,4376207.2,5415317.7,4056389.8,2903081.2,9028878.8,4564626,6333449.3,6486622.9,7561283.3,6788053.6,5383584.1,5409107.1,5355185,7034621.7,3622270.8,5886776.8,4410450,4759881.2,4844865.1,5603412.6,6207691.8,6411739.1,6384215.6,6078862.4,4752890.6,5599140.1,4789195.4,6033679,6117514.4,5373636.3,5724647.2,4018455,3645621.7,4190916,6894835.3,5753502.6,4524851.5,5389495.6,7420236.7,4224855.5,4912515.6,6259012.7,6106357.9,4647584.6,3984859.6,5655384.2,6798743.5,4477147.5,4833402.4,5365005.6,5468323,7126740.2,4965201,8313687.3,5828388.3,5339386.5,4744759.7,6436744.1,6056182.8,6303359.9,4933925.5,9048506.7,5014653.9,7074494.5,6571362.2,6157920.4,3819733.7,3123384.9,5793069.1,3592643.4,4747664.1,5548348.3,7999999.2,5039112.9,8210469.1,4843024,6096544.1,5489331,5877057.4,5291113.2,9742192.1,6795274.7,4191811.1,7799873.1,4645704.1,5925274.3,7226700.4,6456830.1,6312689.5,9240919.2,6255498.8,4388118.1,5959567.5,6205519.8,4729707.4,5294124.6,6275655.7,5333000.9,4679652,7137909.6,3425697.9,12189459,8302732.7,7497279.9,6851806.6,4037544.2,6628969.2,5643623,7436635.5,7789438.1,5046103.1,5159619,7963549.2,7747286.2,5807306.2,4285641.2,5763674,5941208.6,4368302.4,7397705.1,4451608.7,4231183.7,5751816.4,6361307.7,7351141.6,8398304.5,5145138.3,5549664,2192719.4,4187581,4707337.2,6177136.8,6350058.9,5901353.5,5445353.9,4215878.8,6147727.5,5878229.4,5225053.8,4675339.3,4920008.9,9054113.1,6164662.1,9435128.8,3836640.4,7063298.2,5602991.3,5044690.9,4836609,3000577.4,5718320.9,7469570.1,4529381.5,4133699.7,5748146,4950548.6,6294496,4136603.5,3825503.7,5629385.7,4133015.2,5879421.6,6592652.7,4419440.3,7648486.2,4208935.5,3858613.6,4813352.7,5995282.1,5982291.7,4570816.5,8043333.4,6292527.8,4484075.5,4512743.4,7263919.7,7952722.2,5070387.9,5849160.2,5626037.4,8261561.7,4809783.9,5313835.9,5173968.9,3889953.2,4299124.3,5086666.1,5277928.1,4467211.3,5791856.2,3413693.3,4221581,5827317.7,7003938.5,5035153.7
maxNradialErr,272.8,3321517.6,3652260.9,2466411.9,2870747.7,3144926.8,2714597.6,4616248.8,2806480.2,3915058,5710488,4355676.8,4550021.5,4897136.8,5843748,7354123.2,5216586.8,5172149.7,2427569.3,3548865.8,3956417.3,2596485.1,3793085.3,2254175.4,3565092.2,2991713.3,3923701.1,4825583.3,3496030.2,4311649,2965466.1,3679687.4,3320699.9,6005460.9,4224568.8,5543732,1783779,4246128.2,6731365.5,3450910.9,4465058.7,2595726.7,4623968,4275616,4874820.1,3371915.9,3399537.8,4367242.8,2589304.9,3174980.9,5641292.9,3855558.2,4332483.5,4110423.3,4335862.4,4015907.5,4772359,3708860.3,4382482.2,6136321.2,3133724.3,3650321.5,4164200.2,3666708.6,3118519.5,4608437.1,3997346,4199133.8,4567709.8,5328529.9,4138033,4163193.2,3377448.8,3865402.3,4372580.6,3015946.3,4526278,3059702.3,2950204.3,3501112,4667950.8,5110468.5,3753952.1,4501795,4373495.8,2685548.5,4136675.4,4894654.6,4686390.3,3073618.2,2820403.6,3454227.3,4287858.1,3208681.5,4006442.4,3417223.2,5037942.7,4517338.6,3340026.8,5079380.4,4489649.5,4007309.6,3590100.2,3613081.9,3841684.3,3846034,3701154.3,5186462.3,2813563.8,4434126,4507172.4,4025603.3,2966265.9,2177226.2,4390811.8,2878754.1,3331597.9,4338929.7,4915290.2,4070458.5,5006424.2,3732268,3621297.6,3570723.5,5053714.8,4096573.1,5915046.4,4256132.1,3313191.1,4878376.3,2589755.9,4111044,4826690.7,4685620.3,4521385.6,5158443.1,5505555.2,3444320.6,4212231.1,4575450.8,3604027.8,3216543.4,3996400.8,4003091.9,3693392.6,5537830.6,2222734.5,7431701.9,4641789.1,4556870.1,5364582.6,2609536.1,4320296.3,5048595.3,4066135.7,4330150.1,4402770.8,2953174.5,6335321.6,6045264,4090659.6,3367203.7,4065518.8,4025517.9,3646629.5,4671898.4,3459124.4,3416568.9,3432339.9,4151441.5,4560720.4,4918712,3494950.2,3670116.8,2257015.2,3584953.7,3472349.6,4162316.8,4123354.8,3772610.3,3141500.7,3946504.6,3923588.6,4448768.9,6164307.9,2548626.4,3266350.8,5537364.9,5265621,5470927,3490279.7,4911326.9,3254174.6,4104030.3,5097324.3,3069709.3,4005509.4,5184603.3,4287310.5,2769422.1,4669237.2,4042944.2,4706340.6,2960701.6,2635450.2,4997263.7,3071665.5,4178095.6,4054363.4,3312141.8,6641840.8,4325867,3288954.9,3730959.1,4686485.5,5643380.4,3720852.4,6000253.2,4698998.5,2972095.7,4495414.8,4366492.6,5854250.5,3011423.5,3679280.5,4460162.4,4410831.6,3935113.4,4655609,3448807.4,2788447.3,3932936.9,3989844.1,3570365.2,3776855.4,3556047.9,3113015.1,2390886.3,4810631,4595159.8,3610123.7
